Data for montmorillonite from Roush, 2005, Icarus, 
179, 259-264.
 Wave       Frequency    real       imaginary
(micron)      cm-1      index        index
15.3370	652.02	1.1435	1.6900E-01	   
15.4320	648.00	1.1253	1.8600E-01	   
15.5280	644.00	1.1081	2.0400E-01	   
15.6250	640.00	1.0909	2.2500E-01	   
15.7230	636.01	1.0755	2.4800E-01	   
15.8230	631.99	1.0590	2.7400E-01	   
15.9240	627.98	1.0452	3.0300E-01	   
16.0260	623.99	1.0335	3.3400E-01	   
16.1290	620.00	1.0258	3.6700E-01	   
16.2340	615.99	1.0182	4.0100E-01	   
16.3400	612.00	1.0148	4.3600E-01	   
16.4470	608.01	1.0158	4.7000E-01	   
16.5560	604.01	1.0173	5.0300E-01	   
16.6670	599.99	1.0185	5.3500E-01	   
16.7790	595.98	1.0211	5.6400E-01	   
16.8920	592.00	1.0243	5.9400E-01	   
17.0070	587.99	1.0221	6.2400E-01	   
17.1230	584.01	1.0219	6.5700E-01	   
17.2410	580.01	1.0185	6.9600E-01	   
17.3610	576.00	1.0165	7.4300E-01	   
17.4830	571.98	1.0157	8.0000E-01	   
17.6060	567.99	1.0278	8.6600E-01	   
17.7310	563.98	1.0460	9.4000E-01	   
17.8570	560.00	1.0877	1.0160E+00	   
17.9860	555.99	1.1331	1.0880E+00	   
18.1160	552.00	1.1986	1.1480E+00	   
18.2480	548.00	1.2657	1.1960E+00	   
18.3820	544.01	1.3379	1.2400E+00	   
18.5190	539.99	1.4081	1.2970E+00	   
18.6570	535.99	1.5206	1.3800E+00	   
18.7970	532.00	1.6907	1.4510E+00	 
25.0000	400.0000	2.2123	0.0620
24.7520	404.0100	2.2288	0.0670
24.5100	408.0000	2.2411	0.0730
24.2720	412.0000	2.2618	0.0810
24.0380	416.0100	2.2878	0.0890
23.8100	419.9900	2.3178	0.0990
23.5850	424.0000	2.3531	0.1120
23.3640	428.0100	2.3939	0.1270
23.1480	432.0000	2.4404	0.1470
22.9360	436.0000	2.4941	0.1720
22.7270	440.0000	2.5583	0.2060
22.5230	443.9900	2.6308	0.2530
22.3210	448.0100	2.7192	0.3210
22.1240	452.0000	2.8156	0.4250
21.9300	456.0000	2.9137	0.5920
21.7390	460.0000	2.9781	0.8640
21.5520	463.9900	2.9176	1.2660
21.3680	467.9900	2.6695	1.6430
21.1860	472.0100	2.3409	1.7510
21.0080	476.0100	2.0377	1.7240
20.8330	480.0100	1.7681	1.6600
20.6610	484.0000	1.5403	1.4680
20.4920	488.0000	1.4104	1.1940
20.3250	492.0000	1.3987	0.9320
20.1610	496.0100	1.4651	0.7390
20.0000	500.0000	1.5712	0.6240
19.8410	504.0100	1.6948	0.5720
19.6850	508.0000	1.8169	0.5720
19.5310	512.0100	1.9381	0.6210
19.3800	516.0000	2.0404	0.7310
19.2310	519.9900	2.0997	0.9210
19.0840	524.0000	2.0615	1.1830
18.9390	528.0100	1.9055	1.4040
18.7970	532.0000	1.6907	1.4510
18.6570	535.9900	1.5206	1.3800
18.5190	539.9900	1.4081	1.2970
18.3820	544.0100	1.3379	1.2400
18.2480	548.0000	1.2657	1.1960
18.1160	552.0000	1.1986	1.1480
17.9860	555.9900	1.1331	1.0880
17.8570	560.0000	1.0877	1.0160
