Calcite "pellet" optical constants calculated from Long et al. Infrared
Phys., 34, 191-301, 1993.
    wave.    Freq.      real       imag.
  (microns)  (cm-1)    index       index
   10.5263   950.00  1.5330E+00  1.4561E-02
   10.5485   948.00  1.5306E+00  1.4810E-02
   10.5708   946.00  1.5280E+00  1.5086E-02
   10.5932   944.00  1.5254E+00  1.5393E-02
   10.6157   942.00  1.5227E+00  1.5733E-02
   10.6383   940.00  1.5198E+00  1.6111E-02
   10.6610   938.00  1.5168E+00  1.6532E-02
   10.6838   936.00  1.5137E+00  1.7002E-02
   10.7066   934.00  1.5104E+00  1.7527E-02
   10.7296   932.00  1.5070E+00  1.8117E-02
   10.7527   930.00  1.5033E+00  1.8781E-02
   10.7759   928.00  1.4995E+00  1.9530E-02
   10.7991   926.00  1.4954E+00  2.0379E-02
   10.8225   924.00  1.4910E+00  2.1346E-02
   10.8460   922.00  1.4863E+00  2.2451E-02
   10.8696   920.00  1.4813E+00  2.3721E-02
   10.8932   918.00  1.4760E+00  2.5189E-02
   10.9170   916.00  1.4701E+00  2.6897E-02
   10.9409   914.00  1.4638E+00  2.8898E-02
   10.9649   912.00  1.4568E+00  3.1260E-02
   10.9890   910.00  1.4492E+00  3.4074E-02
   11.0132   908.00  1.4408E+00  3.7458E-02
   11.0375   906.00  1.4314E+00  4.1573E-02
   11.0619   904.00  1.4210E+00  4.6639E-02
   11.0865   902.00  1.4092E+00  5.2961E-02
   11.1111   900.00  1.3959E+00  6.0975E-02
   11.1359   898.00  1.3807E+00  7.1316E-02
   11.1607   896.00  1.3634E+00  8.4921E-02
   11.1857   894.00  1.3438E+00  1.0321E-01
   11.2108   892.00  1.3218E+00  1.2838E-01
   11.2360   890.00  1.2983E+00  1.6376E-01
   11.2613   888.00  1.2761E+00  2.1426E-01
   11.2867   886.00  1.2624E+00  2.8591E-01
   11.3122   884.00  1.2730E+00  3.8203E-01
   11.3379   882.00  1.3324E+00  4.9205E-01
   11.3636   880.00  1.4575E+00  5.7846E-01
   11.3895   878.00  1.6241E+00  5.8969E-01
   11.4155   876.00  1.7653E+00  5.1414E-01
   11.4416   874.00  1.8377E+00  4.0070E-01
   11.4679   872.00  1.8533E+00  2.9829E-01
   11.4943   870.00  1.8406E+00  2.2198E-01
   11.5207   868.00  1.8181E+00  1.6851E-01
   11.5473   866.00  1.7940E+00  1.3125E-01
   11.5741   864.00  1.7714E+00  1.0490E-01
   11.6009   862.00  1.7511E+00  8.5826E-02
   11.6279   860.00  1.7333E+00  7.1701E-02
   11.6550   858.00  1.7176E+00  6.1006E-02
   11.6822   856.00  1.7039E+00  5.2745E-02
   11.7096   854.00  1.6918E+00  4.6248E-02
   11.7371   852.00  1.6810E+00  4.1056E-02
   11.7647   850.00  1.6713E+00  3.6848E-02
   11.7925   848.00  1.6627E+00  3.3395E-02
   11.8203   846.00  1.6548E+00  3.0530E-02
   11.8483   844.00  1.6477E+00  2.8128E-02
   11.8765   842.00  1.6411E+00  2.6096E-02
   11.9048   840.00  1.6351E+00  2.4365E-02
   11.9332   838.00  1.6295E+00  2.2878E-02
   11.9617   836.00  1.6243E+00  2.1593E-02
   11.9904   834.00  1.6195E+00  2.0477E-02
   12.0192   832.00  1.6149E+00  1.9502E-02
   12.0482   830.00  1.6106E+00  1.8647E-02
   12.0773   828.00  1.6066E+00  1.7893E-02
   12.1065   826.00  1.6028E+00  1.7227E-02
   12.1359   824.00  1.5991E+00  1.6637E-02
   12.1655   822.00  1.5956E+00  1.6112E-02
   12.1951   820.00  1.5923E+00  1.5645E-02
   12.2249   818.00  1.5891E+00  1.5228E-02
   12.2549   816.00  1.5860E+00  1.4857E-02
   12.2850   814.00  1.5830E+00  1.4525E-02
   12.3153   812.00  1.5801E+00  1.4230E-02
   12.3457   810.00  1.5773E+00  1.3966E-02
   12.3762   808.00  1.5746E+00  1.3732E-02
   12.4069   806.00  1.5719E+00  1.3525E-02
   12.4378   804.00  1.5694E+00  1.3343E-02
   12.4688   802.00  1.5668E+00  1.3184E-02
   12.5000   800.00  1.5643E+00  1.3045E-02
   12.5313   798.00  1.5619E+00  1.2928E-02
   12.5628   796.00  1.5595E+00  1.2829E-02
   12.5945   794.00  1.5571E+00  1.2749E-02
   12.6263   792.00  1.5548E+00  1.2686E-02
   12.6582   790.00  1.5524E+00  1.2641E-02
   12.6904   788.00  1.5501E+00  1.2613E-02
   12.7226   786.00  1.5478E+00  1.2602E-02
   12.7551   784.00  1.5455E+00  1.2608E-02
   12.7877   782.00  1.5433E+00  1.2632E-02
   12.8205   780.00  1.5410E+00  1.2675E-02
   12.8535   778.00  1.5387E+00  1.2736E-02
   12.8866   776.00  1.5364E+00  1.2817E-02
   12.9199   774.00  1.5341E+00  1.2919E-02
   12.9534   772.00  1.5317E+00  1.3044E-02
   12.9870   770.00  1.5294E+00  1.3195E-02
   13.0208   768.00  1.5270E+00  1.3372E-02
   13.0548   766.00  1.5245E+00  1.3580E-02
   13.0890   764.00  1.5221E+00  1.3821E-02
   13.1234   762.00  1.5195E+00  1.4101E-02
   13.1579   760.00  1.5169E+00  1.4423E-02
   13.1926   758.00  1.5143E+00  1.4796E-02
   13.2275   756.00  1.5115E+00  1.5226E-02
   13.2626   754.00  1.5087E+00  1.5724E-02
   13.2979   752.00  1.5057E+00  1.6300E-02
   13.3333   750.00  1.5026E+00  1.6971E-02
   13.3690   748.00  1.4994E+00  1.7755E-02
   13.4048   746.00  1.4960E+00  1.8675E-02
   13.4409   744.00  1.4924E+00  1.9764E-02
   13.4771   742.00  1.4886E+00  2.1060E-02
   13.5135   740.00  1.4845E+00  2.2615E-02
   13.5501   738.00  1.4802E+00  2.4501E-02
   13.5870   736.00  1.4755E+00  2.6810E-02
   13.6240   734.00  1.4704E+00  2.9672E-02
   13.6612   732.00  1.4648E+00  3.3265E-02
   13.6986   730.00  1.4589E+00  3.7838E-02
   13.7363   728.00  1.4524E+00  4.3746E-02
   13.7741   726.00  1.4456E+00  5.1494E-02
   13.8122   724.00  1.4386E+00  6.1788E-02
   13.8504   722.00  1.4322E+00  7.5576E-02
   13.8889   720.00  1.4278E+00  9.3966E-02
   13.9276   718.00  1.4281E+00  1.1774E-01
   13.9665   716.00  1.4378E+00  1.4590E-01
   14.0056   714.00  1.4617E+00  1.7307E-01
   14.0449   712.00  1.4999E+00  1.8869E-01
   14.0845   710.00  1.5422E+00  1.8401E-01
   14.1243   708.00  1.5747E+00  1.6181E-01
   14.1643   706.00  1.5919E+00  1.3308E-01
   14.2045   704.00  1.5967E+00  1.0647E-01
   14.2450   702.00  1.5944E+00  8.5091E-02
   14.2857   700.00  1.5888E+00  6.8889E-02
   14.3266   698.00  1.5820E+00  5.6814E-02
   14.3678   696.00  1.5749E+00  4.7794E-02
   14.4092   694.00  1.5682E+00  4.0984E-02
   14.4509   692.00  1.5619E+00  3.5770E-02
   14.4928   690.00  1.5560E+00  3.1719E-02
   14.5349   688.00  1.5506E+00  2.8528E-02
   14.5773   686.00  1.5457E+00  2.5979E-02
   14.6199   684.00  1.5411E+00  2.3920E-02
   14.6628   682.00  1.5368E+00  2.2238E-02
   14.7059   680.00  1.5328E+00  2.0851E-02
   14.7493   678.00  1.5291E+00  1.9697E-02
   14.7929   676.00  1.5255E+00  1.8730E-02
   14.8368   674.00  1.5222E+00  1.7915E-02
   14.8810   672.00  1.5190E+00  1.7223E-02
   14.9254   670.00  1.5159E+00  1.6634E-02
   14.9701   668.00  1.5130E+00  1.6130E-02
   15.0150   666.00  1.5101E+00  1.5698E-02
   15.0602   664.00  1.5074E+00  1.5327E-02
   15.1057   662.00  1.5047E+00  1.5008E-02
   15.1515   660.00  1.5021E+00  1.4733E-02
   15.1976   658.00  1.4996E+00  1.4497E-02
   15.2439   656.00  1.4972E+00  1.4295E-02
   15.2905   654.00  1.4947E+00  1.4122E-02
   15.3374   652.00  1.4924E+00  1.3975E-02
   15.3846   650.00  1.4900E+00  1.3851E-02
   15.4321   648.00  1.4877E+00  1.3748E-02
   15.4799   646.00  1.4854E+00  1.3663E-02
   15.5280   644.00  1.4832E+00  1.3595E-02
   15.5763   642.00  1.4809E+00  1.3542E-02
   15.6250   640.00  1.4787E+00  1.3502E-02
   15.6740   638.00  1.4765E+00  1.3476E-02
   15.7233   636.00  1.4744E+00  1.3460E-02
   15.7729   634.00  1.4722E+00  1.3456E-02
   15.8228   632.00  1.4700E+00  1.3462E-02
   15.8730   630.00  1.4679E+00  1.3477E-02
   15.9236   628.00  1.4657E+00  1.3500E-02
   15.9744   626.00  1.4635E+00  1.3533E-02
   16.0256   624.00  1.4614E+00  1.3572E-02
   16.0772   622.00  1.4592E+00  1.3620E-02
   16.1290   620.00  1.4571E+00  1.3674E-02
   16.1812   618.00  1.4549E+00  1.3736E-02
   16.2338   616.00  1.4527E+00  1.3804E-02
   16.2866   614.00  1.4506E+00  1.3878E-02
   16.3399   612.00  1.4484E+00  1.3959E-02
   16.3934   610.00  1.4462E+00  1.4045E-02
   16.4474   608.00  1.4440E+00  1.4138E-02
   16.5017   606.00  1.4418E+00  1.4236E-02
   16.5563   604.00  1.4396E+00  1.4341E-02
   16.6113   602.00  1.4373E+00  1.4451E-02
   16.6667   600.00  1.4351E+00  1.4566E-02
   16.7224   598.00  1.4328E+00  1.4688E-02
   16.7785   596.00  1.4305E+00  1.4815E-02
   16.8350   594.00  1.4282E+00  1.4947E-02
   16.8919   592.00  1.4259E+00  1.5086E-02
   16.9492   590.00  1.4235E+00  1.5230E-02
   17.0068   588.00  1.4212E+00  1.5379E-02
   17.0648   586.00  1.4188E+00  1.5535E-02
   17.1233   584.00  1.4164E+00  1.5696E-02
   17.1821   582.00  1.4139E+00  1.5863E-02
   17.2414   580.00  1.4115E+00  1.6036E-02
   17.3010   578.00  1.4090E+00  1.6216E-02
   17.3611   576.00  1.4065E+00  1.6401E-02
   17.4216   574.00  1.4039E+00  1.6593E-02
   17.4825   572.00  1.4014E+00  1.6791E-02
   17.5439   570.00  1.3988E+00  1.6996E-02
   17.6056   568.00  1.3961E+00  1.7208E-02
   17.6678   566.00  1.3935E+00  1.7426E-02
   17.7305   564.00  1.3908E+00  1.7652E-02
   17.7936   562.00  1.3881E+00  1.7885E-02
   17.8571   560.00  1.3853E+00  1.8125E-02
   17.9211   558.00  1.3825E+00  1.8373E-02
   17.9856   556.00  1.3797E+00  1.8629E-02
   18.0505   554.00  1.3768E+00  1.8893E-02
   18.1159   552.00  1.3738E+00  1.9165E-02
   18.1818   550.00  1.3709E+00  1.9446E-02
   18.2482   548.00  1.3679E+00  1.9736E-02
   18.3150   546.00  1.3648E+00  2.0035E-02
   18.3824   544.00  1.3617E+00  2.0343E-02
   18.4502   542.00  1.3586E+00  2.0662E-02
   18.5185   540.00  1.3554E+00  2.0990E-02
   18.5874   538.00  1.3521E+00  2.1329E-02
   18.6567   536.00  1.3488E+00  2.1679E-02
   18.7266   534.00  1.3455E+00  2.2040E-02
   18.7970   532.00  1.3421E+00  2.2413E-02
   18.8679   530.00  1.3386E+00  2.2798E-02
   18.9394   528.00  1.3351E+00  2.3196E-02
   19.0114   526.00  1.3315E+00  2.3607E-02
   19.0840   524.00  1.3279E+00  2.4032E-02
   19.1571   522.00  1.3241E+00  2.4470E-02
   19.2308   520.00  1.3203E+00  2.4924E-02
   19.3050   518.00  1.3165E+00  2.5393E-02
   19.3798   516.00  1.3126E+00  2.5878E-02
   19.4553   514.00  1.3086E+00  2.6380E-02
   19.5312   512.00  1.3045E+00  2.6899E-02
   19.6078   510.00  1.3003E+00  2.7436E-02
   19.6850   508.00  1.2961E+00  2.7993E-02
   19.7628   506.00  1.2917E+00  2.8569E-02
   19.8413   504.00  1.2873E+00  2.9167E-02
   19.9203   502.00  1.2828E+00  2.9786E-02
   20.0000   500.00  1.2782E+00  3.0428E-02
   20.0803   498.00  1.2735E+00  3.1094E-02
   20.1613   496.00  1.2687E+00  3.1785E-02
   20.2429   494.00  1.2638E+00  3.2503E-02
   20.3252   492.00  1.2587E+00  3.3248E-02
   20.4082   490.00  1.2536E+00  3.4023E-02
   20.4918   488.00  1.2483E+00  3.4828E-02
   20.5761   486.00  1.2430E+00  3.5666E-02
   20.6612   484.00  1.2374E+00  3.6537E-02
   20.7469   482.00  1.2318E+00  3.7445E-02
   20.8333   480.00  1.2260E+00  3.8391E-02
   20.9205   478.00  1.2201E+00  3.9377E-02
   21.0084   476.00  1.2140E+00  4.0405E-02
   21.0970   474.00  1.2078E+00  4.1478E-02
   21.1864   472.00  1.2014E+00  4.2599E-02
   21.2766   470.00  1.1948E+00  4.3770E-02
   21.3675   468.00  1.1881E+00  4.4995E-02
   21.4592   466.00  1.1811E+00  4.6277E-02
   21.5517   464.00  1.1740E+00  4.7620E-02
   21.6450   462.00  1.1667E+00  4.9027E-02
   21.7391   460.00  1.1591E+00  5.0503E-02
   21.8341   458.00  1.1514E+00  5.2054E-02
   21.9298   456.00  1.1434E+00  5.3683E-02
   22.0264   454.00  1.1351E+00  5.5396E-02
   22.1239   452.00  1.1266E+00  5.7200E-02
   22.2222   450.00  1.1179E+00  5.9102E-02
   22.3214   448.00  1.1088E+00  6.1109E-02
   22.4215   446.00  1.0995E+00  6.3228E-02
   22.5225   444.00  1.0898E+00  6.5470E-02
   22.6244   442.00  1.0798E+00  6.7844E-02
   22.7273   440.00  1.0695E+00  7.0361E-02
   22.8311   438.00  1.0588E+00  7.3034E-02
   22.9358   436.00  1.0477E+00  7.5877E-02
   23.0415   434.00  1.0362E+00  7.8905E-02
   23.1481   432.00  1.0242E+00  8.2135E-02
   23.2558   430.00  1.0118E+00  8.5588E-02
   23.3645   428.00  9.9892E-01  8.9285E-02
   23.4742   426.00  9.8550E-01  9.3252E-02
   23.5849   424.00  9.7153E-01  9.7518E-02
   23.6967   422.00  9.5696E-01  1.0212E-01
   23.8095   420.00  9.4176E-01  1.0708E-01
   23.9234   418.00  9.2589E-01  1.1247E-01
   24.0385   416.00  9.0929E-01  1.1832E-01
   24.1546   414.00  8.9193E-01  1.2469E-01
   24.2718   412.00  8.7375E-01  1.3166E-01
   24.3902   410.00  8.5469E-01  1.3931E-01
   24.5098   408.00  8.3469E-01  1.4774E-01
   24.6305   406.00  8.1370E-01  1.5707E-01
   24.7525   404.00  7.9165E-01  1.6743E-01
   24.8756   402.00  7.6849E-01  1.7900E-01
   25.0000   400.00  7.4418E-01  1.9199E-01
   25.1256   398.00  7.1868E-01  2.0664E-01
   25.2525   396.00  6.9201E-01  2.2324E-01
   25.3807   394.00  6.6422E-01  2.4215E-01
   25.5102   392.00  6.3546E-01  2.6375E-01
   25.6410   390.00  6.0598E-01  2.8847E-01
   25.7732   388.00  5.7621E-01  3.1671E-01
   25.9067   386.00  5.4673E-01  3.4881E-01
   26.0417   384.00  5.1828E-01  3.8491E-01
   26.1780   382.00  4.9167E-01  4.2489E-01
   26.3158   380.00  4.6764E-01  4.6834E-01
   26.4550   378.00  4.4668E-01  5.1465E-01
   26.5957   376.00  4.2903E-01  5.6310E-01
   26.7380   374.00  4.1468E-01  6.1306E-01
   26.8817   372.00  4.0341E-01  6.6403E-01
   27.0270   370.00  3.9498E-01  7.1568E-01
   27.1739   368.00  3.8909E-01  7.6780E-01
   27.3224   366.00  3.8549E-01  8.2032E-01
   27.4725   364.00  3.8397E-01  8.7323E-01
   27.6243   362.00  3.8437E-01  9.2657E-01
   27.7778   360.00  3.8658E-01  9.8044E-01
   27.9330   358.00  3.9051E-01  1.0349E+00
   28.0899   356.00  3.9614E-01  1.0902E+00
   28.2486   354.00  4.0348E-01  1.1463E+00
   28.4091   352.00  4.1256E-01  1.2035E+00
   28.5714   350.00  4.2348E-01  1.2620E+00
   28.7356   348.00  4.3634E-01  1.3218E+00
   28.9017   346.00  4.5132E-01  1.3831E+00
   29.0698   344.00  4.6861E-01  1.4463E+00
   29.2398   342.00  4.8847E-01  1.5114E+00
   29.4118   340.00  5.1122E-01  1.5786E+00
   29.5858   338.00  5.3727E-01  1.6483E+00
   29.7619   336.00  5.6710E-01  1.7205E+00
   29.9401   334.00  6.0129E-01  1.7955E+00
   30.1205   332.00  6.4059E-01  1.8736E+00
   30.3030   330.00  6.8588E-01  1.9548E+00
   30.4878   328.00  7.3827E-01  2.0392E+00
   30.6748   326.00  7.9911E-01  2.1269E+00
   30.8642   324.00  8.7006E-01  2.2175E+00
   31.0559   322.00  9.5312E-01  2.3106E+00
   31.2500   320.00  1.0507E+00  2.4051E+00
   31.4465   318.00  1.1656E+00  2.4993E+00
   31.6456   316.00  1.3009E+00  2.5901E+00
   31.8471   314.00  1.4598E+00  2.6731E+00
   32.0513   312.00  1.6446E+00  2.7417E+00
   32.2581   310.00  1.8560E+00  2.7868E+00
   32.4675   308.00  2.0910E+00  2.7972E+00
   32.6797   306.00  2.3410E+00  2.7612E+00
   32.8947   304.00  2.5907E+00  2.6704E+00
   33.1126   302.00  2.8201E+00  2.5237E+00
   33.3333   300.00  3.0095E+00  2.3304E+00
   33.5570   298.00  3.1461E+00  2.1085E+00
   33.7838   296.00  3.2274E+00  1.8782E+00
   34.0136   294.00  3.2595E+00  1.6568E+00
   34.2466   292.00  3.2532E+00  1.4549E+00
   34.4828   290.00  3.2197E+00  1.2773E+00
   34.7222   288.00  3.1685E+00  1.1246E+00
   34.9650   286.00  3.1069E+00  9.9497E-01
   35.2113   284.00  3.0399E+00  8.8563E-01
   35.4610   282.00  2.9707E+00  7.9367E-01
   35.7143   280.00  2.9014E+00  7.1639E-01
   35.9712   278.00  2.8332E+00  6.5143E-01
   36.2319   276.00  2.7668E+00  5.9685E-01
   36.4964   274.00  2.7024E+00  5.5103E-01
   36.7647   272.00  2.6401E+00  5.1271E-01
   37.0370   270.00  2.5798E+00  4.8089E-01
   37.3134   268.00  2.5213E+00  4.5479E-01
   37.5940   266.00  2.4644E+00  4.3385E-01
   37.8788   264.00  2.4088E+00  4.1767E-01
   38.1679   262.00  2.3542E+00  4.0603E-01
   38.4615   260.00  2.3004E+00  3.9887E-01
   38.7597   258.00  2.2471E+00  3.9629E-01
   39.0625   256.00  2.1939E+00  3.9859E-01
   39.3701   254.00  2.1408E+00  4.0628E-01
   39.6825   252.00  2.0876E+00  4.2011E-01
   40.0000   250.00  2.0345E+00  4.4119E-01
   40.3226   248.00  1.9818E+00  4.7097E-01
   40.6504   246.00  1.9305E+00  5.1131E-01
   40.9836   244.00  1.8827E+00  5.6445E-01
   41.3223   242.00  1.8416E+00  6.3268E-01
   41.6667   240.00  1.8127E+00  7.1770E-01
   42.0168   238.00  1.8035E+00  8.1927E-01
   42.3729   236.00  1.8232E+00  9.3350E-01
   42.7350   234.00  1.8808E+00  1.0512E+00
   43.1034   232.00  1.9816E+00  1.1575E+00
   43.4783   230.00  2.1238E+00  1.2328E+00
   43.8596   228.00  2.2941E+00  1.2576E+00
   44.2478   226.00  2.4673E+00  1.2206E+00
   44.6429   224.00  2.6145E+00  1.1273E+00
   45.0450   222.00  2.7157E+00  9.9894E-01
   45.4545   220.00  2.7678E+00  8.6114E-01
   45.8716   218.00  2.7801E+00  7.3242E-01
   46.2963   216.00  2.7654E+00  6.2142E-01
   46.7290   214.00  2.7350E+00  5.2970E-01
   47.1698   212.00  2.6965E+00  4.5538E-01
   47.6190   210.00  2.6547E+00  3.9553E-01
   48.0769   208.00  2.6123E+00  3.4727E-01
   48.5437   206.00  2.5708E+00  3.0815E-01
   49.0196   204.00  2.5307E+00  2.7619E-01
   49.5050   202.00  2.4926E+00  2.4989E-01
   50.0000   200.00  2.4562E+00  2.2807E-01
   50.5051   198.00  2.4217E+00  2.0984E-01
   51.0204   196.00  2.3888E+00  1.9451E-01
   51.5464   194.00  2.3575E+00  1.8155E-01
   52.0833   192.00  2.3274E+00  1.7057E-01
   52.6316   190.00  2.2986E+00  1.6122E-01
   53.1915   188.00  2.2707E+00  1.5327E-01
   53.7634   186.00  2.2437E+00  1.4651E-01
   54.3478   184.00  2.2174E+00  1.4080E-01
   54.9451   182.00  2.1917E+00  1.3600E-01
   55.5556   180.00  2.1664E+00  1.3203E-01
   56.1798   178.00  2.1415E+00  1.2881E-01
   56.8182   176.00  2.1167E+00  1.2628E-01
   57.4713   174.00  2.0920E+00  1.2441E-01
   58.1395   172.00  2.0673E+00  1.2316E-01
   58.8235   170.00  2.0424E+00  1.2254E-01
   59.5238   168.00  2.0173E+00  1.2254E-01
   60.2410   166.00  1.9917E+00  1.2316E-01
   60.9756   164.00  1.9656E+00  1.2445E-01
   61.7284   162.00  1.9388E+00  1.2643E-01
   62.5000   160.00  1.9112E+00  1.2918E-01
   63.2911   158.00  1.8825E+00  1.3276E-01
   64.1026   156.00  1.8526E+00  1.3727E-01
   64.9351   154.00  1.8212E+00  1.4286E-01
   65.7895   152.00  1.7882E+00  1.4967E-01
   66.6667   150.00  1.7531E+00  1.5794E-01
   67.5676   148.00  1.7158E+00  1.6794E-01
   68.4932   146.00  1.6757E+00  1.8003E-01
   69.4444   144.00  1.6325E+00  1.9470E-01
   70.4225   142.00  1.5856E+00  2.1259E-01
   71.4286   140.00  1.5344E+00  2.3458E-01
   72.4638   138.00  1.4784E+00  2.6187E-01
   73.5294   136.00  1.4167E+00  2.9614E-01
   74.6269   134.00  1.3490E+00  3.3978E-01
   75.7576   132.00  1.2749E+00  3.9613E-01
   76.9231   130.00  1.1955E+00  4.6975E-01
   78.1250   128.00  1.1140E+00  5.6617E-01
   79.3651   126.00  1.0372E+00  6.9036E-01
   80.6452   124.00  9.7502E-01  8.4365E-01
   81.9672   122.00  9.3674E-01  1.0220E+00
   83.3333   120.00  9.2740E-01  1.2189E+00
   84.7458   118.00  9.4878E-01  1.4297E+00
   86.2069   116.00  1.0028E+00  1.6526E+00
   87.7193   114.00  1.0941E+00  1.8874E+00
   89.2857   112.00  1.2318E+00  2.1336E+00
   90.9091   110.00  1.4309E+00  2.3868E+00
   92.5926   108.00  1.7131E+00  2.6334E+00
   94.3396   106.00  2.1028E+00  2.8395E+00
   96.1538   104.00  2.6084E+00  2.9375E+00
   98.0392   102.00  3.1775E+00  2.8372E+00
  100.0000   100.00  3.6712E+00  2.5032E+00
  102.0408    98.00  3.9595E+00  2.0331E+00
  104.1667    96.00  4.0395E+00  1.5758E+00
  106.3830    94.00  3.9917E+00  1.2079E+00
  108.6957    92.00  3.8886E+00  9.3496E-01
  111.1111    90.00  3.7708E+00  7.3678E-01
  113.6364    88.00  3.6560E+00  5.9206E-01
  116.2791    86.00  3.5508E+00  4.8465E-01
  119.0476    84.00  3.4566E+00  4.0336E-01
  121.9512    82.00  3.3732E+00  3.4061E-01
  125.0000    80.00  3.2995E+00  2.9128E-01
  128.2051    78.00  3.2342E+00  2.5184E-01
  131.5789    76.00  3.1763E+00  2.1983E-01
  135.1351    74.00  3.1246E+00  1.9348E-01
  138.8889    72.00  3.0784E+00  1.7154E-01
  142.8571    70.00  3.0369E+00  1.5305E-01
  147.0588    68.00  2.9995E+00  1.3732E-01
  151.5152    66.00  2.9656E+00  1.2381E-01
  156.2500    64.00  2.9348E+00  1.1212E-01
  161.2903    62.00  2.9068E+00  1.0191E-01
  166.6667    60.00  2.8812E+00  9.2939E-02
  172.4138    58.00  2.8578E+00  8.5002E-02
  178.5714    56.00  2.8363E+00  7.7936E-02
  185.1852    54.00  2.8165E+00  7.1609E-02
  192.3077    52.00  2.7983E+00  6.5913E-02
  200.0000    50.00  2.7815E+00  6.0758E-02
  208.3333    48.00  2.7661E+00  5.6071E-02
  217.3913    46.00  2.7518E+00  5.1788E-02
  227.2727    44.00  2.7386E+00  4.7857E-02
  238.0952    42.00  2.7264E+00  4.4233E-02
  250.0000    40.00  2.7151E+00  4.0879E-02
  263.1579    38.00  2.7047E+00  3.7762E-02
  277.7778    36.00  2.6951E+00  3.4852E-02
  294.1176    34.00  2.6862E+00  3.2127E-02
  312.5000    32.00  2.6780E+00  2.9565E-02
  333.3333    30.00  2.6705E+00  2.7146E-02
