Estimated optical constants of the Tagish Lake meteorite, from Roush,
Meteoritics and Planetary Science, v. 38, no. 3, 419-426, 2003.
  Wavelength Frequency  real     imaginary
  (microns)    (cm-1)   index      index
    3.8373   2606.00   1.69203  5.5149E-03
    3.8344   2607.97   1.69218  5.5164E-03
    3.8316   2609.88   1.69211  5.5235E-03
    3.8288   2611.78   1.69204  5.5186E-03
    3.8259   2613.76   1.69218  5.5147E-03
    3.8231   2615.68   1.69210  5.5233E-03
    3.8203   2617.60   1.69211  5.5147E-03
    3.8175   2619.52   1.69211  5.5121E-03
    3.8147   2621.44   1.69211  5.5134E-03
    3.8119   2623.36   1.69210  5.5094E-03
    3.8091   2625.29   1.69210  5.5015E-03
    3.8063   2627.22   1.69211  5.4951E-03
    3.8035   2629.16   1.69211  5.4959E-03
    3.8007   2631.09   1.69211  5.4959E-03
    3.7979   2633.03   1.69211  5.4938E-03
    3.7951   2634.98   1.69211  5.5017E-03
    3.7923   2636.92   1.69218  5.4966E-03
    3.7896   2638.80   1.69203  5.4839E-03
    3.7868   2640.75   1.69211  5.4831E-03
    3.7840   2642.71   1.69219  5.4842E-03
    3.7813   2644.59   1.69203  5.4805E-03
    3.7785   2646.55   1.69219  5.4786E-03
    3.7758   2648.45   1.69204  5.4735E-03
    3.7730   2650.41   1.69219  5.4720E-03
    3.7703   2652.31   1.69204  5.4722E-03
    3.7675   2654.28   1.69219  5.4662E-03
    3.7648   2656.18   1.69212  5.4669E-03
    3.7621   2658.09   1.69204  5.4626E-03
    3.7593   2660.07   1.69219  5.4517E-03
    3.7566   2661.98   1.69212  5.4604E-03
    3.7539   2663.90   1.69212  5.4681E-03
    3.7512   2665.81   1.69212  5.4626E-03
    3.7485   2667.73   1.69212  5.4442E-03
    3.7458   2669.66   1.69213  5.4397E-03
    3.7431   2671.58   1.69213  5.4459E-03
    3.7404   2673.51   1.69213  5.4528E-03
    3.7377   2675.44   1.69213  5.4523E-03
    3.7350   2677.38   1.69213  5.4359E-03
    3.7323   2679.31   1.69214  5.4293E-03
    3.7296   2681.25   1.69214  5.4397E-03
    3.7269   2683.20   1.69214  5.4474E-03
    3.7242   2685.14   1.69222  5.4455E-03
    3.7216   2687.02   1.69206  5.4466E-03
    3.7189   2688.97   1.69213  5.4457E-03
    3.7162   2690.92   1.69221  5.4374E-03
    3.7136   2692.80   1.69205  5.4348E-03
    3.7109   2694.76   1.69222  5.4314E-03
    3.7083   2696.65   1.69206  5.4333E-03
    3.7056   2698.62   1.69214  5.4329E-03
    3.7029   2700.59   1.69221  5.4254E-03
    3.7003   2702.48   1.69214  5.4239E-03
    3.6977   2704.38   1.69207  5.4265E-03
    3.6950   2706.36   1.69222  5.4282E-03
    3.6924   2708.27   1.69215  5.4288E-03
    3.6898   2710.17   1.69207  5.4269E-03
    3.6871   2712.16   1.69222  5.4344E-03
    3.6845   2714.07   1.69213  5.4335E-03
    3.6819   2715.99   1.69213  5.4226E-03
    3.6793   2717.91   1.69213  5.4169E-03
    3.6767   2719.83   1.69213  5.4154E-03
    3.6741   2721.75   1.69213  5.4062E-03
    3.6715   2723.68   1.69214  5.3981E-03
    3.6689   2725.61   1.69214  5.4034E-03
    3.6663   2727.55   1.69214  5.4055E-03
    3.6637   2729.48   1.69214  5.4058E-03
    3.6611   2731.42   1.69214  5.4070E-03
    3.6585   2733.36   1.69213  5.3876E-03
    3.6559   2735.30   1.69222  5.3793E-03
    3.6534   2737.18   1.69207  5.3880E-03
    3.6508   2739.13   1.69215  5.3859E-03
    3.6482   2741.08   1.69223  5.3844E-03
    3.6457   2742.96   1.69207  5.3850E-03
    3.6431   2744.92   1.69215  5.3733E-03
    3.6405   2746.88   1.69224  5.3712E-03
    3.6380   2748.76   1.69208  5.3759E-03
    3.6354   2750.73   1.69225  5.3788E-03
    3.6329   2752.62   1.69208  5.3818E-03
    3.6303   2754.59   1.69224  5.3850E-03
    3.6278   2756.49   1.69216  5.3727E-03
    3.6253   2758.39   1.69209  5.3652E-03
    3.6227   2760.37   1.69225  5.3720E-03
    3.6202   2762.28   1.69217  5.3801E-03
    3.6177   2764.19   1.69217  5.3733E-03
    3.6152   2766.10   1.69210  5.3671E-03
    3.6126   2768.09   1.69225  5.3688E-03
    3.6101   2770.01   1.69217  5.3724E-03
    3.6076   2771.93   1.69218  5.3688E-03
    3.6051   2773.85   1.69218  5.3707E-03
    3.6026   2775.77   1.69218  5.3746E-03
    3.6001   2777.70   1.69217  5.3714E-03
    3.5976   2779.63   1.69217  5.3650E-03
    3.5951   2781.56   1.69218  5.3605E-03
    3.5926   2783.50   1.69218  5.3581E-03
    3.5901   2785.44   1.69218  5.3609E-03
    3.5876   2787.38   1.69227  5.3626E-03
    3.5852   2789.24   1.69211  5.3669E-03
    3.5827   2791.19   1.69219  5.3720E-03
    3.5802   2793.14   1.69217  5.3673E-03
    3.5777   2795.09   1.69225  5.3605E-03
    3.5753   2796.97   1.69210  5.3498E-03
    3.5728   2798.93   1.69218  5.3430E-03
    3.5703   2800.89   1.69227  5.3500E-03
    3.5679   2802.77   1.69210  5.3532E-03
    3.5654   2804.73   1.69228  5.3455E-03
    3.5630   2806.62   1.69211  5.3487E-03
    3.5605   2808.59   1.69228  5.3494E-03
    3.5581   2810.49   1.69211  5.3457E-03
    3.5556   2812.46   1.69228  5.3524E-03
    3.5532   2814.36   1.69219  5.3639E-03
    3.5508   2816.27   1.69220  5.3577E-03
    3.5484   2818.17   1.69211  5.3511E-03
    3.5459   2820.16   1.69227  5.3479E-03
    3.5435   2822.07   1.69219  5.3440E-03
    3.5411   2823.98   1.69221  5.3487E-03
    3.5387   2825.90   1.69212  5.3468E-03
    3.5362   2827.89   1.69228  5.3402E-03
    3.5338   2829.81   1.69220  5.3391E-03
    3.5314   2831.74   1.69221  5.3468E-03
    3.5290   2833.66   1.69221  5.3483E-03
    3.5266   2835.59   1.69220  5.3445E-03
    3.5242   2837.52   1.69221  5.3370E-03
    3.5218   2839.46   1.69221  5.3370E-03
    3.5194   2841.39   1.69221  5.3440E-03
    3.5170   2843.33   1.69230  5.3453E-03
    3.5147   2845.19   1.69214  5.3487E-03
    3.5123   2847.14   1.69222  5.3583E-03
    3.5099   2849.08   1.69221  5.3600E-03
    3.5075   2851.03   1.69229  5.3524E-03
    3.5052   2852.90   1.69212  5.3483E-03
    3.5028   2854.86   1.69221  5.3485E-03
    3.5004   2856.82   1.69229  5.3549E-03
    3.4981   2858.69   1.69212  5.3449E-03
    3.4957   2860.66   1.69221  5.3342E-03
    3.4933   2862.62   1.69231  5.3453E-03
    3.4910   2864.51   1.69213  5.3598E-03
    3.4886   2866.48   1.69230  5.3605E-03
    3.4863   2868.37   1.69221  5.3534E-03
    3.4840   2870.26   1.69213  5.3502E-03
    3.4816   2872.24   1.69230  5.3622E-03
    3.4793   2874.14   1.69211  5.3477E-03
    3.4769   2876.13   1.69229  5.3383E-03
    3.4746   2878.03   1.69221  5.3449E-03
    3.4723   2879.94   1.69222  5.3421E-03
    3.4700   2881.84   1.69213  5.3470E-03
    3.4676   2883.84   1.69229  5.3524E-03
    3.4653   2885.75   1.69220  5.3432E-03
    3.4630   2887.67   1.69221  5.3348E-03
    3.4607   2889.59   1.69222  5.3459E-03
    3.4584   2891.51   1.69222  5.3558E-03
    3.4561   2893.43   1.69221  5.3532E-03
    3.4538   2895.36   1.69221  5.3447E-03
    3.4515   2897.29   1.69222  5.3417E-03
    3.4492   2899.22   1.69222  5.3477E-03
    3.4469   2901.16   1.69222  5.3562E-03
    3.4446   2903.09   1.69221  5.3519E-03
    3.4423   2905.03   1.69221  5.3421E-03
    3.4400   2906.98   1.69231  5.3453E-03
    3.4378   2908.84   1.69214  5.3611E-03
    3.4355   2910.78   1.69222  5.3773E-03
    3.4332   2912.73   1.69219  5.3586E-03
    3.4309   2914.69   1.69229  5.3286E-03
    3.4287   2916.56   1.69213  5.3336E-03
    3.4264   2918.52   1.69223  5.3498E-03
    3.4241   2920.48   1.69232  5.3716E-03
    3.4219   2922.35   1.69212  5.3863E-03
    3.4196   2924.32   1.69230  5.3808E-03
    3.4174   2926.20   1.69210  5.3722E-03
    3.4151   2928.17   1.69229  5.3658E-03
    3.4129   2930.06   1.69210  5.3639E-03
    3.4106   2932.04   1.69228  5.3539E-03
    3.4084   2933.93   1.69210  5.3455E-03
    3.4061   2935.91   1.69228  5.3449E-03
    3.4039   2937.81   1.69220  5.3564E-03
    3.4017   2939.71   1.69211  5.3650E-03
    3.3994   2941.70   1.69227  5.3613E-03
    3.3972   2943.60   1.69218  5.3434E-03
    3.3950   2945.51   1.69220  5.3312E-03
    3.3928   2947.42   1.69212  5.3455E-03
    3.3905   2949.42   1.69229  5.3643E-03
    3.3883   2951.33   1.69218  5.3767E-03
    3.3861   2953.25   1.69217  5.3737E-03
    3.3839   2955.17   1.69217  5.3532E-03
    3.3817   2957.09   1.69217  5.3421E-03
    3.3795   2959.02   1.69218  5.3372E-03
    3.3773   2960.95   1.69218  5.3404E-03
    3.3751   2962.88   1.69218  5.3489E-03
    3.3729   2964.81   1.69217  5.3479E-03
    3.3707   2966.74   1.69217  5.3357E-03
    3.3685   2968.68   1.69218  5.3252E-03
    3.3663   2970.62   1.69218  5.3259E-03
    3.3641   2972.56   1.69228  5.3462E-03
    3.3620   2974.42   1.69209  5.3558E-03
    3.3598   2976.37   1.69218  5.3521E-03
    3.3576   2978.32   1.69216  5.3430E-03
    3.3554   2980.27   1.69226  5.3314E-03
    3.3533   2982.14   1.69208  5.3338E-03
    3.3511   2984.09   1.69217  5.3423E-03
    3.3489   2986.06   1.69225  5.3442E-03
    3.3468   2987.93   1.69206  5.3276E-03
    3.3446   2989.89   1.69216  5.3216E-03
    3.3424   2991.86   1.69225  5.3154E-03
    3.3403   2993.74   1.69207  5.3158E-03
    3.3381   2995.72   1.69227  5.3224E-03
    3.3360   2997.60   1.69207  5.3333E-03
    3.3338   2999.58   1.69225  5.3301E-03
    3.3317   3001.47   1.69216  5.3167E-03
    3.3296   3003.36   1.69207  5.3090E-03
    3.3274   3005.35   1.69225  5.3060E-03
    3.3253   3007.25   1.69217  5.3032E-03
    3.3232   3009.15   1.69208  5.3026E-03
    3.3210   3011.14   1.69227  5.3137E-03
    3.3189   3013.05   1.69217  5.3188E-03
    3.3168   3014.95   1.69218  5.3152E-03
    3.3147   3016.86   1.69208  5.3165E-03
    3.3125   3018.87   1.69226  5.3122E-03
    3.3104   3020.78   1.69216  5.3094E-03
    3.3083   3022.70   1.69217  5.3109E-03
    3.3062   3024.62   1.69217  5.3141E-03
    3.3041   3026.54   1.69217  5.3071E-03
    3.3020   3028.47   1.69217  5.3002E-03
    3.2999   3030.39   1.69217  5.3101E-03
    3.2978   3032.32   1.69217  5.3092E-03
    3.2957   3034.26   1.69217  5.3060E-03
    3.2936   3036.19   1.69218  5.3135E-03
    3.2915   3038.13   1.69217  5.3233E-03
    3.2894   3040.07   1.69215  5.3143E-03
    3.2873   3042.01   1.69226  5.2979E-03
    3.2853   3043.86   1.69208  5.3000E-03
    3.2832   3045.81   1.69219  5.3101E-03
    3.2811   3047.76   1.69218  5.3177E-03
    3.2790   3049.71   1.69216  5.3327E-03
    3.2769   3051.66   1.69225  5.3327E-03
    3.2749   3053.53   1.69205  5.3141E-03
    3.2728   3055.49   1.69225  5.3060E-03
    3.2708   3057.36   1.69206  5.3034E-03
    3.2687   3059.32   1.69216  5.3028E-03
    3.2666   3061.29   1.69225  5.3056E-03
    3.2646   3063.16   1.69205  5.3105E-03
    3.2625   3065.13   1.69225  5.3024E-03
    3.2605   3067.01   1.69205  5.3011E-03
    3.2584   3068.99   1.69225  5.2970E-03
    3.2564   3070.88   1.69205  5.2906E-03
    3.2543   3072.86   1.69226  5.2904E-03
    3.2523   3074.75   1.69206  5.2900E-03
    3.2502   3076.73   1.69225  5.2885E-03
    3.2482   3078.63   1.69216  5.2876E-03
    3.2462   3080.52   1.69207  5.2765E-03
    3.2441   3082.52   1.69227  5.2814E-03
    3.2421   3084.42   1.69217  5.2968E-03
    3.2401   3086.32   1.69218  5.3105E-03
    3.2381   3088.23   1.69207  5.3130E-03
    3.2360   3090.23   1.69225  5.3062E-03
    3.2340   3092.15   1.69214  5.2900E-03
    3.2320   3094.06   1.69216  5.2846E-03
    3.2300   3095.98   1.69217  5.2769E-03
    3.2280   3097.89   1.69218  5.2776E-03
    3.2260   3099.81   1.69219  5.3002E-03
    3.2240   3101.74   1.69218  5.3145E-03
    3.2220   3103.66   1.69217  5.3124E-03
    3.2200   3105.59   1.69217  5.3098E-03
    3.2180   3107.52   1.69217  5.3007E-03
    3.2160   3109.45   1.69217  5.3090E-03
    3.2140   3111.39   1.69217  5.3128E-03
    3.2120   3113.33   1.69216  5.3101E-03
    3.2100   3115.26   1.69216  5.3109E-03
    3.2080   3117.21   1.69216  5.3165E-03
    3.2060   3119.15   1.69214  5.3199E-03
    3.2040   3121.10   1.69225  5.2960E-03
    3.2021   3122.95   1.69206  5.2985E-03
    3.2001   3124.90   1.69217  5.3203E-03
    3.1981   3126.86   1.69214  5.3113E-03
    3.1961   3128.81   1.69225  5.2998E-03
    3.1942   3130.67   1.69205  5.3126E-03
    3.1922   3132.64   1.69215  5.3135E-03
    3.1902   3134.60   1.69225  5.2979E-03
    3.1883   3136.47   1.69204  5.3019E-03
    3.1863   3138.44   1.69226  5.3026E-03
    3.1844   3140.31   1.69206  5.2955E-03
    3.1824   3142.28   1.69216  5.3032E-03
    3.1804   3144.26   1.69225  5.3096E-03
    3.1785   3146.14   1.69216  5.3028E-03
    3.1766   3148.02   1.69206  5.3073E-03
    3.1746   3150.00   1.69227  5.3190E-03
    3.1727   3151.89   1.69205  5.3263E-03
    3.1707   3153.88   1.69225  5.3318E-03
    3.1688   3155.77   1.69215  5.3284E-03
    3.1669   3157.66   1.69204  5.3278E-03
    3.1649   3159.66   1.69224  5.3297E-03
    3.1630   3161.56   1.69214  5.3128E-03
    3.1611   3163.46   1.69204  5.3180E-03
    3.1591   3165.46   1.69224  5.3299E-03
    3.1572   3167.36   1.69213  5.3224E-03
    3.1553   3169.27   1.69214  5.3143E-03
    3.1534   3171.18   1.69215  5.3145E-03
    3.1515   3173.09   1.69205  5.3271E-03
    3.1495   3175.11   1.69224  5.3374E-03
    3.1476   3177.02   1.69212  5.3265E-03
    3.1457   3178.94   1.69213  5.3276E-03
    3.1438   3180.86   1.69214  5.3353E-03
    3.1419   3182.79   1.69213  5.3457E-03
    3.1400   3184.71   1.69212  5.3496E-03
    3.1381   3186.64   1.69212  5.3442E-03
    3.1362   3188.57   1.69211  5.3515E-03
    3.1343   3190.51   1.69209  5.3489E-03
    3.1324   3192.44   1.69209  5.3190E-03
    3.1305   3194.38   1.69210  5.3098E-03
    3.1286   3196.32   1.69210  5.3101E-03
    3.1267   3198.26   1.69222  5.3175E-03
    3.1249   3200.10   1.69201  5.3220E-03
    3.1230   3202.05   1.69212  5.3237E-03
    3.1211   3204.00   1.69211  5.3284E-03
    3.1192   3205.95   1.69210  5.3368E-03
    3.1173   3207.90   1.69221  5.3440E-03
    3.1155   3209.76   1.69199  5.3462E-03
    3.1136   3211.72   1.69208  5.3323E-03
    3.1117   3213.68   1.69219  5.3154E-03
    3.1099   3215.54   1.69199  5.3077E-03
    3.1080   3217.50   1.69210  5.3190E-03
    3.1061   3219.47   1.69220  5.3351E-03
    3.1043   3221.34   1.69198  5.3246E-03
    3.1024   3223.31   1.69221  5.3182E-03
    3.1006   3225.18   1.69199  5.3280E-03
    3.0987   3227.16   1.69209  5.3357E-03
    3.0968   3229.14   1.69219  5.3344E-03
    3.0950   3231.02   1.69209  5.3235E-03
    3.0932   3232.90   1.69199  5.3214E-03
    3.0913   3234.88   1.69221  5.3434E-03
    3.0895   3236.77   1.69197  5.3485E-03
    3.0876   3238.76   1.69219  5.3357E-03
    3.0858   3240.65   1.69209  5.3385E-03
    3.0840   3242.54   1.69198  5.3566E-03
    3.0821   3244.54   1.69218  5.3720E-03
    3.0803   3246.44   1.69206  5.3513E-03
    3.0785   3248.34   1.69195  5.3344E-03
    3.0766   3250.34   1.69217  5.3447E-03
    3.0748   3252.24   1.69205  5.3438E-03
    3.0730   3254.15   1.69206  5.3378E-03
    3.0712   3256.06   1.69207  5.3387E-03
    3.0694   3257.97   1.69195  5.3586E-03
    3.0675   3259.98   1.69215  5.3600E-03
    3.0657   3261.90   1.69202  5.3434E-03
    3.0639   3263.81   1.69203  5.3417E-03
    3.0621   3265.73   1.69203  5.3254E-03
    3.0603   3267.65   1.69204  5.3192E-03
    3.0585   3269.58   1.69205  5.3293E-03
    3.0567   3271.50   1.69204  5.3342E-03
    3.0549   3273.43   1.69204  5.3331E-03
    3.0531   3275.36   1.69204  5.3342E-03
    3.0513   3277.29   1.69204  5.3524E-03
    3.0495   3279.23   1.69202  5.3485E-03
    3.0477   3281.16   1.69202  5.3336E-03
    3.0459   3283.10   1.69202  5.3220E-03
    3.0441   3285.04   1.69202  5.3207E-03
    3.0423   3286.99   1.69214  5.3220E-03
    3.0406   3288.82   1.69192  5.3257E-03
    3.0388   3290.77   1.69204  5.3374E-03
    3.0370   3292.72   1.69203  5.3353E-03
    3.0352   3294.68   1.69201  5.3383E-03
    3.0334   3296.63   1.69213  5.3459E-03
    3.0317   3298.48   1.69190  5.3368E-03
    3.0299   3300.44   1.69202  5.3293E-03
    3.0281   3302.40   1.69200  5.3293E-03
    3.0263   3304.37   1.69212  5.3231E-03
    3.0246   3306.22   1.69189  5.3163E-03
    3.0228   3308.19   1.69214  5.3177E-03
    3.0211   3310.05   1.69191  5.3383E-03
    3.0193   3312.03   1.69201  5.3457E-03
    3.0175   3314.00   1.69212  5.3410E-03
    3.0158   3315.87   1.69188  5.3504E-03
    3.0140   3317.85   1.69212  5.3528E-03
    3.0123   3319.72   1.69187  5.3489E-03
    3.0105   3321.71   1.69210  5.3291E-03
    3.0088   3323.58   1.69187  5.3299E-03
    3.0070   3325.57   1.69210  5.3442E-03
    3.0053   3327.45   1.69198  5.3348E-03
    3.0036   3329.34   1.69187  5.3340E-03
    3.0018   3331.33   1.69211  5.3374E-03
    3.0001   3333.22   1.69186  5.3391E-03
    2.9983   3335.22   1.69209  5.3385E-03
    2.9966   3337.12   1.69198  5.3504E-03
    2.9949   3339.01   1.69185  5.3485E-03
    2.9931   3341.02   1.69207  5.3404E-03
    2.9914   3342.92   1.69195  5.3449E-03
    2.9897   3344.82   1.69195  5.3318E-03
    2.9880   3346.72   1.69197  5.3054E-03
    2.9863   3348.63   1.69186  5.3145E-03
    2.9845   3350.64   1.69208  5.3387E-03
    2.9828   3352.55   1.69195  5.3387E-03
    2.9811   3354.47   1.69196  5.3169E-03
    2.9794   3356.38   1.69197  5.3186E-03
    2.9777   3358.30   1.69197  5.3432E-03
    2.9760   3360.22   1.69197  5.3434E-03
    2.9743   3362.14   1.69197  5.3524E-03
    2.9726   3364.06   1.69184  5.3613E-03
    2.9708   3366.10   1.69204  5.3560E-03
    2.9691   3368.02   1.69191  5.3391E-03
    2.9674   3369.95   1.69192  5.3284E-03
    2.9657   3371.89   1.69205  5.3370E-03
    2.9641   3373.71   1.69180  5.3363E-03
    2.9624   3375.64   1.69193  5.3143E-03
    2.9607   3377.58   1.69194  5.3058E-03
    2.9590   3379.52   1.69195  5.3214E-03
    2.9573   3381.46   1.69195  5.3400E-03
    2.9556   3383.41   1.69194  5.3524E-03
    2.9539   3385.35   1.69192  5.3547E-03
    2.9522   3387.30   1.69204  5.3609E-03
    2.9506   3389.14   1.69178  5.3547E-03
    2.9489   3391.09   1.69191  5.3361E-03
    2.9472   3393.05   1.69190  5.3182E-03
    2.9455   3395.01   1.69204  5.3246E-03
    2.9439   3396.85   1.69180  5.3383E-03
    2.9422   3398.82   1.69192  5.3551E-03
    2.9405   3400.78   1.69189  5.3462E-03
    2.9388   3402.75   1.69201  5.3323E-03
    2.9372   3404.60   1.69177  5.3365E-03
    2.9355   3406.57   1.69202  5.3297E-03
    2.9339   3408.43   1.69177  5.3340E-03
    2.9322   3410.41   1.69203  5.3438E-03
    2.9306   3412.27   1.69177  5.3530E-03
    2.9289   3414.25   1.69188  5.3556E-03
    2.9272   3416.23   1.69200  5.3363E-03
    2.9256   3418.10   1.69175  5.3442E-03
    2.9239   3420.09   1.69200  5.3541E-03
    2.9223   3421.96   1.69174  5.3447E-03
    2.9206   3423.95   1.69200  5.3464E-03
    2.9190   3425.83   1.69173  5.3703E-03
    2.9173   3427.83   1.69196  5.3592E-03
    2.9157   3429.71   1.69184  5.3459E-03
    2.9141   3431.59   1.69172  5.3500E-03
    2.9124   3433.59   1.69195  5.3276E-03
    2.9108   3435.48   1.69184  5.3233E-03
    2.9092   3437.37   1.69172  5.3374E-03
    2.9075   3439.38   1.69195  5.3297E-03
    2.9059   3441.27   1.69183  5.3237E-03
    2.9043   3443.17   1.69171  5.3293E-03
    2.9026   3445.19   1.69194  5.3361E-03
    2.9010   3447.09   1.69180  5.3271E-03
    2.8994   3448.99   1.69181  5.3062E-03
    2.8978   3450.89   1.69182  5.2994E-03
    2.8962   3452.80   1.69184  5.3000E-03
    2.8946   3454.71   1.69172  5.2960E-03
    2.8929   3456.74   1.69196  5.3143E-03
    2.8913   3458.65   1.69182  5.3297E-03
    2.8897   3460.57   1.69182  5.3312E-03
    2.8881   3462.48   1.69181  5.3165E-03
    2.8865   3464.40   1.69181  5.3054E-03
    2.8849   3466.32   1.69182  5.2943E-03
    2.8833   3468.25   1.69183  5.2943E-03
    2.8817   3470.17   1.69184  5.2932E-03
    2.8801   3472.10   1.69184  5.3101E-03
    2.8785   3474.03   1.69184  5.3348E-03
    2.8769   3475.96   1.69183  5.3370E-03
    2.8753   3477.90   1.69182  5.3254E-03
    2.8737   3479.83   1.69182  5.3355E-03
    2.8721   3481.77   1.69181  5.3487E-03
    2.8705   3483.71   1.69180  5.3400E-03
    2.8689   3485.66   1.69180  5.3353E-03
    2.8673   3487.60   1.69179  5.3438E-03
    2.8657   3489.55   1.69192  5.3639E-03
    2.8642   3491.38   1.69165  5.3481E-03
    2.8626   3493.33   1.69179  5.3312E-03
    2.8610   3495.28   1.69176  5.3536E-03
    2.8594   3497.24   1.69188  5.3464E-03
    2.8579   3499.07   1.69162  5.3122E-03
    2.8563   3501.03   1.69177  5.3032E-03
    2.8547   3503.00   1.69176  5.3083E-03
    2.8531   3504.96   1.69190  5.3103E-03
    2.8516   3506.80   1.69165  5.3075E-03
    2.8500   3508.77   1.69178  5.3122E-03
    2.8484   3510.74   1.69191  5.3250E-03
    2.8469   3512.59   1.69165  5.3201E-03
    2.8453   3514.57   1.69178  5.3267E-03
    2.8437   3516.55   1.69190  5.3378E-03
    2.8422   3518.40   1.69163  5.3400E-03
    2.8406   3520.38   1.69190  5.3342E-03
    2.8391   3522.24   1.69163  5.3406E-03
    2.8375   3524.23   1.69190  5.3464E-03
    2.8360   3526.09   1.69163  5.3466E-03
    2.8344   3528.08   1.69189  5.3643E-03
    2.8329   3529.95   1.69160  5.3643E-03
    2.8313   3531.95   1.69186  5.3355E-03
    2.8298   3533.82   1.69160  5.3246E-03
    2.8282   3535.82   1.69188  5.3306E-03
    2.8267   3537.69   1.69161  5.3342E-03
    2.8251   3539.70   1.69187  5.3365E-03
    2.8236   3541.58   1.69175  5.3412E-03
    2.8221   3543.46   1.69163  5.3383E-03
    2.8205   3545.47   1.69189  5.3724E-03
    2.8190   3547.36   1.69174  5.4030E-03
    2.8175   3549.25   1.69158  5.3955E-03
    2.8159   3551.26   1.69183  5.3590E-03
    2.8144   3553.16   1.69171  5.3451E-03
    2.8129   3555.05   1.69174  5.3571E-03
    2.8114   3556.95   1.69160  5.3870E-03
    2.8098   3558.97   1.69184  5.4058E-03
    2.8083   3560.87   1.69168  5.3966E-03
    2.8068   3562.78   1.69170  5.3823E-03
    2.8053   3564.68   1.69156  5.3746E-03
    2.8037   3566.72   1.69182  5.3838E-03
    2.8022   3568.62   1.69167  5.3917E-03
    2.8007   3570.54   1.69168  5.3761E-03
    2.7992   3572.45   1.69169  5.3652E-03
    2.7977   3574.36   1.69170  5.3746E-03
    2.7962   3576.28   1.69171  5.3893E-03
    2.7947   3578.20   1.69171  5.4145E-03
    2.7932   3580.12   1.69170  5.4352E-03
    2.7917   3582.05   1.69169  5.4301E-03
    2.7902   3583.97   1.69169  5.4446E-03
    2.7887   3585.90   1.69168  5.4780E-03
    2.7872   3587.83   1.69165  5.5019E-03
    2.7857   3589.76   1.69162  5.4912E-03
    2.7842   3591.70   1.69161  5.4566E-03
    2.7827   3593.63   1.69162  5.4478E-03
    2.7812   3595.57   1.69162  5.4891E-03
    2.7797   3597.51   1.69160  5.5032E-03
    2.7782   3599.45   1.69158  5.4837E-03
    2.7767   3601.40   1.69156  5.4906E-03
    2.7752   3603.34   1.69170  5.4876E-03
    2.7738   3605.16   1.69142  5.4895E-03
    2.7723   3607.11   1.69156  5.5070E-03
    2.7708   3609.07   1.69153  5.5121E-03
    2.7693   3611.02   1.69150  5.5010E-03
    2.7678   3612.98   1.69164  5.4842E-03
    2.7664   3614.81   1.69136  5.4771E-03
    2.7649   3616.77   1.69151  5.4916E-03
    2.7634   3618.73   1.69149  5.4955E-03
    2.7619   3620.70   1.69163  5.5066E-03
    2.7605   3622.53   1.69133  5.5160E-03
    2.7590   3624.50   1.69146  5.5160E-03
    2.7575   3626.47   1.69159  5.5158E-03
    2.7561   3628.32   1.69130  5.5288E-03
    2.7546   3630.29   1.69141  5.5450E-03
    2.7531   3632.27   1.69153  5.5331E-03
    2.7517   3634.12   1.69123  5.5025E-03
    2.7502   3636.10   1.69138  5.4771E-03
    2.7487   3638.08   1.69153  5.4987E-03
    2.7473   3639.94   1.69123  5.5151E-03
    2.7458   3641.93   1.69152  5.5173E-03
    2.7444   3643.78   1.69121  5.5224E-03
    2.7429   3645.78   1.69150  5.5480E-03
    2.7415   3647.64   1.69117  5.5715E-03
    2.7400   3649.64   1.69145  5.5412E-03
    2.7386   3651.50   1.69115  5.5335E-03
    2.7371   3653.50   1.69144  5.5769E-03
    2.7357   3655.37   1.69110  5.5920E-03
    2.7342   3657.38   1.69136  5.5724E-03
    2.7328   3659.25   1.69121  5.5681E-03
    2.7314   3661.13   1.69105  5.5797E-03
    2.7299   3663.14   1.69130  5.5848E-03
    2.7285   3665.02   1.69114  5.5826E-03
    2.7271   3666.90   1.69096  5.6064E-03
    2.7256   3668.92   1.69121  5.5852E-03
    2.7242   3670.80   1.69105  5.5664E-03
    2.7228   3672.69   1.69088  5.5786E-03
    2.7213   3674.71   1.69112  5.5818E-03
    2.7199   3676.61   1.69095  5.5613E-03
    2.7185   3678.50   1.69078  5.5536E-03
    2.7170   3680.53   1.69102  5.5717E-03
    2.7156   3682.43   1.69082  5.5576E-03
    2.7142   3684.33   1.69077  5.5489E-03
    2.7128   3686.23   1.69070  5.5241E-03
    2.7114   3688.13   1.69066  5.4235E-03
    2.7100   3690.04   1.69050  5.3562E-03
    2.7085   3692.08   1.69074  5.3205E-03
    2.7071   3693.99   1.69057  5.2592E-03
    2.7057   3695.90   1.69057  5.1631E-03
    2.7043   3697.81   1.69059  5.1007E-03
    2.7029   3699.73   1.69060  5.0761E-03
    2.7015   3701.65   1.69060  5.0336E-03
    2.7001   3703.57   1.69061  4.9638E-03
    2.6987   3705.49   1.69064  4.9018E-03
    2.6973   3707.41   1.69068  4.8811E-03
    2.6959   3709.34   1.69071  4.8685E-03
    2.6945   3711.26   1.69072  4.8638E-03
    2.6931   3713.19   1.69073  4.8542E-03
    2.6917   3715.12   1.69073  4.8230E-03
    2.6903   3717.06   1.69074  4.7935E-03
    2.6889   3718.99   1.69075  4.7679E-03
    2.6875   3720.93   1.69077  4.7305E-03
