Data created using the Lorantz line parameters in J.R. Aronson and P.F.
Strong, Optical constants of minerals and rocks, Applied Optics, 14, 
2914-2920, 1975.  These could be recalculated at any spectral resolution.
Range of validity is given as 4000-332 inverse centimeters.

high frq. dielec. const=  2.262
Lorentz line parameters
center  width  strength
 975.0  0.1439  0.7980
 750.0  0.0829  0.0630
 672.0  0.1170  0.0850
 444.6  0.1938  1.4310

 wave.    freq.   refl.       real       imag.
 2.7488  3638.0  0.0367       1.474    0.001085
 2.7473  3640.0  0.0367       1.474    0.001083
 2.7457  3642.0  0.0367       1.474    0.001081
 2.7442  3644.0  0.0367       1.474    0.001079
 2.7427  3646.0  0.0367       1.474    0.001078
 2.7412  3648.0  0.0367       1.474    0.001076
 2.7397  3650.0  0.0367       1.474    0.001074
 2.7382  3652.0  0.0367       1.474    0.001072
 2.7367  3654.0  0.0368       1.474    0.001070
 2.7352  3656.0  0.0368       1.474    0.001068
 2.7337  3658.0  0.0368       1.474    0.001066
 2.7322  3660.0  0.0368       1.474    0.001064
 2.7307  3662.0  0.0368       1.474    0.001062
 2.7293  3664.0  0.0368       1.475    0.001060
 2.7278  3666.0  0.0368       1.475    0.001058
 2.7263  3668.0  0.0368       1.475    0.001056
 2.7248  3670.0  0.0368       1.475    0.001054
 2.7233  3672.0  0.0368       1.475    0.001053
 2.7218  3674.0  0.0368       1.475    0.001051
 2.7203  3676.0  0.0368       1.475    0.001049
 2.7189  3678.0  0.0368       1.475    0.001047
 2.7174  3680.0  0.0368       1.475    0.001045
 2.7159  3682.0  0.0368       1.475    0.001043
 2.7144  3684.0  0.0368       1.475    0.001041
 2.7130  3686.0  0.0368       1.475    0.001039
 2.7115  3688.0  0.0368       1.475    0.001038
 2.7100  3690.0  0.0368       1.475    0.001036
 2.7086  3692.0  0.0368       1.475    0.001034
 2.7071  3694.0  0.0368       1.475    0.001032
 2.7056  3696.0  0.0368       1.475    0.001030
 2.7042  3698.0  0.0368       1.475    0.001028
 2.7027  3700.0  0.0368       1.475    0.001027
 2.7012  3702.0  0.0369       1.475    0.001025
 2.6998  3704.0  0.0369       1.475    0.001023
 2.6983  3706.0  0.0369       1.475    0.001021
 2.6969  3708.0  0.0369       1.475    0.001019
 2.6954  3710.0  0.0369       1.475    0.001017
 2.6940  3712.0  0.0369       1.475    0.001016
 2.6925  3714.0  0.0369       1.475    0.001014
 2.6911  3716.0  0.0369       1.475    0.001012
 2.6896  3718.0  0.0369       1.475    0.001010
 2.6882  3720.0  0.0369       1.475    0.001008
 2.6867  3722.0  0.0369       1.475    0.001007
 2.6853  3724.0  0.0369       1.476    0.001005
 2.6838  3726.0  0.0369       1.476    0.001003
 2.6824  3728.0  0.0369       1.476    0.001001
 2.6810  3730.0  0.0369       1.476   0.0009996
 2.6795  3732.0  0.0369       1.476   0.0009979
 2.6781  3734.0  0.0369       1.476   0.0009961
 2.6767  3736.0  0.0369       1.476   0.0009944
 2.6752  3738.0  0.0369       1.476   0.0009926
 2.6738  3740.0  0.0369       1.476   0.0009909
 2.6724  3742.0  0.0369       1.476   0.0009891
 2.6709  3744.0  0.0369       1.476   0.0009874
 2.6695  3746.0  0.0369       1.476   0.0009857
 2.6681  3748.0  0.0369       1.476   0.0009839
 2.6667  3750.0  0.0370       1.476   0.0009822
 2.6652  3752.0  0.0370       1.476   0.0009805
 2.6638  3754.0  0.0370       1.476   0.0009788
 2.6624  3756.0  0.0370       1.476   0.0009771
 2.6610  3758.0  0.0370       1.476   0.0009754
 2.6596  3760.0  0.0370       1.476   0.0009737
 2.6582  3762.0  0.0370       1.476   0.0009720
 2.6567  3764.0  0.0370       1.476   0.0009703
 2.6553  3766.0  0.0370       1.476   0.0009686
 2.6539  3768.0  0.0370       1.476   0.0009669
 2.6525  3770.0  0.0370       1.476   0.0009652
 2.6511  3772.0  0.0370       1.476   0.0009635
 2.6497  3774.0  0.0370       1.476   0.0009619
 2.6483  3776.0  0.0370       1.476   0.0009602
 2.6469  3778.0  0.0370       1.476   0.0009585
 2.6455  3780.0  0.0370       1.476   0.0009569
 2.6441  3782.0  0.0370       1.476   0.0009552
 2.6427  3784.0  0.0370       1.476   0.0009536
 2.6413  3786.0  0.0370       1.477   0.0009519
 2.6399  3788.0  0.0370       1.477   0.0009503
 2.6385  3790.0  0.0370       1.477   0.0009486
 2.6371  3792.0  0.0370       1.477   0.0009470
 2.6357  3794.0  0.0370       1.477   0.0009453
 2.6344  3796.0  0.0370       1.477   0.0009437
 2.6330  3798.0  0.0370       1.477   0.0009421
 2.6316  3800.0  0.0370       1.477   0.0009405
 2.6302  3802.0  0.0371       1.477   0.0009388
 2.6288  3804.0  0.0371       1.477   0.0009372
 2.6274  3806.0  0.0371       1.477   0.0009356
 2.6261  3808.0  0.0371       1.477   0.0009340
 2.6247  3810.0  0.0371       1.477   0.0009324
 2.6233  3812.0  0.0371       1.477   0.0009308
 2.6219  3814.0  0.0371       1.477   0.0009292
 2.6205  3816.0  0.0371       1.477   0.0009276
 2.6192  3818.0  0.0371       1.477   0.0009260
 2.6178  3820.0  0.0371       1.477   0.0009244
 2.6164  3822.0  0.0371       1.477   0.0009229
 2.6151  3824.0  0.0371       1.477   0.0009213
 2.6137  3826.0  0.0371       1.477   0.0009197
 2.6123  3828.0  0.0371       1.477   0.0009181
 2.6110  3830.0  0.0371       1.477   0.0009166
 2.6096  3832.0  0.0371       1.477   0.0009150
 2.6082  3834.0  0.0371       1.477   0.0009134
 2.6069  3836.0  0.0371       1.477   0.0009119
 2.6055  3838.0  0.0371       1.477   0.0009103
 2.6042  3840.0  0.0371       1.477   0.0009088
 2.6028  3842.0  0.0371       1.477   0.0009072
 2.6015  3844.0  0.0371       1.477   0.0009057
 2.6001  3846.0  0.0371       1.477   0.0009042
 2.5988  3848.0  0.0371       1.477   0.0009026
 2.5974  3850.0  0.0371       1.477   0.0009011
 2.5961  3852.0  0.0371       1.478   0.0008996
 2.5947  3854.0  0.0372       1.478   0.0008980
 2.5934  3856.0  0.0372       1.478   0.0008965
 2.5920  3858.0  0.0372       1.478   0.0008950
 2.5907  3860.0  0.0372       1.478   0.0008935
 2.5893  3862.0  0.0372       1.478   0.0008920
 2.5880  3864.0  0.0372       1.478   0.0008905
 2.5867  3866.0  0.0372       1.478   0.0008890
 2.5853  3868.0  0.0372       1.478   0.0008875
 2.5840  3870.0  0.0372       1.478   0.0008860
 2.5826  3872.0  0.0372       1.478   0.0008845
 2.5813  3874.0  0.0372       1.478   0.0008830
 2.5800  3876.0  0.0372       1.478   0.0008815
 2.5786  3878.0  0.0372       1.478   0.0008800
 2.5773  3880.0  0.0372       1.478   0.0008785
 2.5760  3882.0  0.0372       1.478   0.0008771
 2.5747  3884.0  0.0372       1.478   0.0008756
 2.5733  3886.0  0.0372       1.478   0.0008741
 2.5720  3888.0  0.0372       1.478   0.0008726
 2.5707  3890.0  0.0372       1.478   0.0008712
 2.5694  3892.0  0.0372       1.478   0.0008697
 2.5681  3894.0  0.0372       1.478   0.0008683
 2.5667  3896.0  0.0372       1.478   0.0008668
 2.5654  3898.0  0.0372       1.478   0.0008654
 2.5641  3900.0  0.0372       1.478   0.0008639
 2.5628  3902.0  0.0372       1.478   0.0008625
 2.5615  3904.0  0.0372       1.478   0.0008610
 2.5602  3906.0  0.0372       1.478   0.0008596
 2.5589  3908.0  0.0372       1.478   0.0008582
 2.5575  3910.0  0.0373       1.478   0.0008567
 2.5562  3912.0  0.0373       1.478   0.0008553
 2.5549  3914.0  0.0373       1.478   0.0008539
 2.5536  3916.0  0.0373       1.478   0.0008525
 2.5523  3918.0  0.0373       1.478   0.0008510
 2.5510  3920.0  0.0373       1.478   0.0008496
 2.5497  3922.0  0.0373       1.478   0.0008482
 2.5484  3924.0  0.0373       1.479   0.0008468
 2.5471  3926.0  0.0373       1.479   0.0008454
 2.5458  3928.0  0.0373       1.479   0.0008440
 2.5445  3930.0  0.0373       1.479   0.0008426
 2.5432  3932.0  0.0373       1.479   0.0008412
 2.5419  3934.0  0.0373       1.479   0.0008398
 2.5407  3936.0  0.0373       1.479   0.0008384
 2.5394  3938.0  0.0373       1.479   0.0008371
 2.5381  3940.0  0.0373       1.479   0.0008357
 2.5368  3942.0  0.0373       1.479   0.0008343
 2.5355  3944.0  0.0373       1.479   0.0008329
 2.5342  3946.0  0.0373       1.479   0.0008315
 2.5329  3948.0  0.0373       1.479   0.0008302
 2.5316  3950.0  0.0373       1.479   0.0008288
 2.5304  3952.0  0.0373       1.479   0.0008274
 2.5291  3954.0  0.0373       1.479   0.0008261
 2.5278  3956.0  0.0373       1.479   0.0008247
 2.5265  3958.0  0.0373       1.479   0.0008234
 2.5253  3960.0  0.0373       1.479   0.0008220
 2.5240  3962.0  0.0373       1.479   0.0008207
 2.5227  3964.0  0.0373       1.479   0.0008193
 2.5214  3966.0  0.0373       1.479   0.0008180
 2.5202  3968.0  0.0373       1.479   0.0008166
 2.5189  3970.0  0.0374       1.479   0.0008153
 2.5176  3972.0  0.0374       1.479   0.0008140
 2.5164  3974.0  0.0374       1.479   0.0008126
 2.5151  3976.0  0.0374       1.479   0.0008113
 2.5138  3978.0  0.0374       1.479   0.0008100
 2.5126  3980.0  0.0374       1.479   0.0008087
 2.5113  3982.0  0.0374       1.479   0.0008073
 2.5100  3984.0  0.0374       1.479   0.0008060
 2.5088  3986.0  0.0374       1.479   0.0008047
 2.5075  3988.0  0.0374       1.479   0.0008034
 2.5063  3990.0  0.0374       1.479   0.0008021
 2.5050  3992.0  0.0374       1.479   0.0008008
 2.5038  3994.0  0.0374       1.479   0.0007995
 2.5025  3996.0  0.0374       1.479   0.0007982
 2.5013  3998.0  0.0374       1.480   0.0007969
 2.5000  4000.0  0.0374       1.480   0.0007956
