Olivine, composition not given
calculated from the oscillator parameters given
by Mukai and Koike, Icarus, 87, 180-187, 1990
 wavelength    real       imaginary
 micrometers   index        index
 9.7087E+01  3.2805E+00   1.4163E-01
 9.7561E+01  3.2794E+00   1.4087E-01
 9.8039E+01  3.2784E+00   1.4011E-01
 9.8522E+01  3.2774E+00   1.3934E-01
 9.9010E+01  3.2764E+00   1.3858E-01
 9.9502E+01  3.2754E+00   1.3782E-01
 1.0000E+02  3.2744E+00   1.3706E-01
 1.0050E+02  3.2734E+00   1.3630E-01
 1.0101E+02  3.2724E+00   1.3554E-01
 1.0152E+02  3.2714E+00   1.3479E-01
 1.0204E+02  3.2705E+00   1.3403E-01
 1.0256E+02  3.2695E+00   1.3327E-01
 1.0309E+02  3.2686E+00   1.3252E-01
 1.0363E+02  3.2677E+00   1.3176E-01
 1.0417E+02  3.2667E+00   1.3101E-01
 1.0471E+02  3.2658E+00   1.3026E-01
 1.0526E+02  3.2649E+00   1.2950E-01
 1.0582E+02  3.2640E+00   1.2875E-01
 1.0638E+02  3.2631E+00   1.2800E-01
 1.0695E+02  3.2622E+00   1.2725E-01
 1.0753E+02  3.2613E+00   1.2650E-01
 1.0811E+02  3.2604E+00   1.2574E-01
 1.0870E+02  3.2596E+00   1.2499E-01
 1.0929E+02  3.2587E+00   1.2424E-01
 1.0989E+02  3.2579E+00   1.2349E-01
 1.1050E+02  3.2570E+00   1.2274E-01
 1.1111E+02  3.2562E+00   1.2200E-01
 1.1173E+02  3.2553E+00   1.2125E-01
 1.1236E+02  3.2545E+00   1.2050E-01
 1.1299E+02  3.2537E+00   1.1975E-01
 1.1364E+02  3.2529E+00   1.1900E-01
 1.1429E+02  3.2521E+00   1.1825E-01
 1.1494E+02  3.2513E+00   1.1751E-01
 1.1561E+02  3.2505E+00   1.1676E-01
 1.1628E+02  3.2497E+00   1.1601E-01
 1.1696E+02  3.2489E+00   1.1527E-01
 1.1765E+02  3.2482E+00   1.1452E-01
 1.1834E+02  3.2474E+00   1.1378E-01
 1.1905E+02  3.2466E+00   1.1303E-01
 1.1976E+02  3.2459E+00   1.1229E-01
 1.2048E+02  3.2451E+00   1.1154E-01
 1.2121E+02  3.2444E+00   1.1080E-01
 1.2195E+02  3.2436E+00   1.1006E-01
 1.2270E+02  3.2429E+00   1.0931E-01
 1.2346E+02  3.2422E+00   1.0857E-01
 1.2422E+02  3.2414E+00   1.0783E-01
 1.2500E+02  3.2407E+00   1.0709E-01
 1.2579E+02  3.2400E+00   1.0635E-01
 1.2658E+02  3.2393E+00   1.0560E-01
 1.2739E+02  3.2386E+00   1.0486E-01
 1.2821E+02  3.2379E+00   1.0412E-01
 1.2903E+02  3.2372E+00   1.0339E-01
 1.2987E+02  3.2365E+00   1.0265E-01
 1.3072E+02  3.2359E+00   1.0191E-01
 1.3158E+02  3.2352E+00   1.0117E-01
 1.3245E+02  3.2345E+00   1.0043E-01
 1.3333E+02  3.2339E+00   9.9696E-02
 1.3423E+02  3.2332E+00   9.8960E-02
 1.3513E+02  3.2325E+00   9.8224E-02
 1.3605E+02  3.2319E+00   9.7490E-02
 1.3699E+02  3.2312E+00   9.6756E-02
 1.3793E+02  3.2306E+00   9.6022E-02
 1.3889E+02  3.2300E+00   9.5289E-02
 1.3986E+02  3.2293E+00   9.4557E-02
 1.4084E+02  3.2287E+00   9.3825E-02
 1.4184E+02  3.2281E+00   9.3094E-02
 1.4286E+02  3.2275E+00   9.2365E-02
 1.4388E+02  3.2269E+00   9.1635E-02
 1.4493E+02  3.2263E+00   9.0906E-02
 1.4599E+02  3.2257E+00   9.0179E-02
 1.4706E+02  3.2251E+00   8.9452E-02
 1.4815E+02  3.2245E+00   8.8726E-02
 1.4925E+02  3.2239E+00   8.8001E-02
 1.5038E+02  3.2233E+00   8.7276E-02
 1.5151E+02  3.2227E+00   8.6553E-02
 1.5267E+02  3.2221E+00   8.5830E-02
 1.5385E+02  3.2216E+00   8.5109E-02
 1.5504E+02  3.2210E+00   8.4388E-02
 1.5625E+02  3.2204E+00   8.3668E-02
 1.5748E+02  3.2199E+00   8.2949E-02
 1.5873E+02  3.2193E+00   8.2231E-02
 1.6000E+02  3.2188E+00   8.1514E-02
 1.6129E+02  3.2182E+00   8.0798E-02
 1.6260E+02  3.2177E+00   8.0083E-02
 1.6393E+02  3.2172E+00   7.9369E-02
 1.6529E+02  3.2166E+00   7.8656E-02
 1.6667E+02  3.2161E+00   7.7944E-02
 1.6807E+02  3.2156E+00   7.7233E-02
 1.6949E+02  3.2151E+00   7.6523E-02
 1.7094E+02  3.2145E+00   7.5815E-02
 1.7241E+02  3.2140E+00   7.5107E-02
 1.7391E+02  3.2135E+00   7.4400E-02
 1.7544E+02  3.2130E+00   7.3695E-02
 1.7699E+02  3.2125E+00   7.2990E-02
 1.7857E+02  3.2120E+00   7.2287E-02
 1.8018E+02  3.2115E+00   7.1585E-02
 1.8182E+02  3.2111E+00   7.0884E-02
 1.8349E+02  3.2106E+00   7.0184E-02
 1.8519E+02  3.2101E+00   6.9485E-02
 1.8692E+02  3.2096E+00   6.8787E-02
 1.8868E+02  3.2092E+00   6.8091E-02
 1.9048E+02  3.2087E+00   6.7396E-02
 1.9231E+02  3.2082E+00   6.6701E-02
 1.9418E+02  3.2078E+00   6.6008E-02
 1.9608E+02  3.2073E+00   6.5317E-02
 1.9802E+02  3.2069E+00   6.4626E-02
 2.0000E+02  3.2064E+00   6.3937E-02
