Calculated for E||b from oscillators in table 1 of Aronson et al., Appl. Opt. 22,
4093-4098, 1983.
  frequency  calc. ref.  real index  imag. index
 2.8329E+03  4.2872E-02  1.5222E+00   2.2559E-03
 2.8348E+03  4.2894E-02  1.5224E+00   2.2673E-03
 2.8368E+03  4.2916E-02  1.5226E+00   2.2788E-03
 2.8387E+03  4.2937E-02  1.5227E+00   2.2905E-03
 2.8406E+03  4.2959E-02  1.5229E+00   2.3022E-03
 2.8426E+03  4.2981E-02  1.5231E+00   2.3140E-03
 2.8445E+03  4.3003E-02  1.5232E+00   2.3258E-03
 2.8464E+03  4.3026E-02  1.5234E+00   2.3379E-03
 2.8483E+03  4.3048E-02  1.5236E+00   2.3500E-03
 2.8503E+03  4.3070E-02  1.5238E+00   2.3622E-03
 2.8522E+03  4.3093E-02  1.5239E+00   2.3746E-03
 2.8541E+03  4.3115E-02  1.5241E+00   2.3870E-03
 2.8561E+03  4.3138E-02  1.5243E+00   2.3995E-03
 2.8580E+03  4.3161E-02  1.5245E+00   2.4122E-03
 2.8599E+03  4.3184E-02  1.5246E+00   2.4250E-03
 2.8618E+03  4.3207E-02  1.5248E+00   2.4379E-03
 2.8638E+03  4.3230E-02  1.5250E+00   2.4509E-03
 2.8657E+03  4.3253E-02  1.5252E+00   2.4640E-03
 2.8676E+03  4.3276E-02  1.5253E+00   2.4772E-03
 2.8696E+03  4.3299E-02  1.5255E+00   2.4905E-03
 2.8715E+03  4.3323E-02  1.5257E+00   2.5040E-03
 2.8734E+03  4.3346E-02  1.5259E+00   2.5176E-03
 2.8753E+03  4.3370E-02  1.5261E+00   2.5313E-03
 2.8773E+03  4.3394E-02  1.5262E+00   2.5452E-03
 2.8792E+03  4.3418E-02  1.5264E+00   2.5592E-03
 2.8811E+03  4.3442E-02  1.5266E+00   2.5732E-03
 2.8831E+03  4.3466E-02  1.5268E+00   2.5874E-03
 2.8850E+03  4.3490E-02  1.5270E+00   2.6018E-03
 2.8869E+03  4.3514E-02  1.5272E+00   2.6163E-03
 2.8888E+03  4.3539E-02  1.5273E+00   2.6309E-03
 2.8908E+03  4.3563E-02  1.5275E+00   2.6456E-03
 2.8927E+03  4.3588E-02  1.5277E+00   2.6605E-03
 2.8946E+03  4.3612E-02  1.5279E+00   2.6755E-03
 2.8966E+03  4.3637E-02  1.5281E+00   2.6907E-03
 2.8985E+03  4.3662E-02  1.5283E+00   2.7060E-03
 2.9004E+03  4.3687E-02  1.5285E+00   2.7214E-03
 2.9023E+03  4.3713E-02  1.5287E+00   2.7370E-03
 2.9043E+03  4.3738E-02  1.5289E+00   2.7528E-03
 2.9062E+03  4.3763E-02  1.5291E+00   2.7686E-03
 2.9081E+03  4.3789E-02  1.5293E+00   2.7846E-03
 2.9101E+03  4.3815E-02  1.5295E+00   2.8008E-03
 2.9120E+03  4.3841E-02  1.5297E+00   2.8172E-03
 2.9139E+03  4.3866E-02  1.5299E+00   2.8337E-03
 2.9158E+03  4.3893E-02  1.5301E+00   2.8503E-03
 2.9178E+03  4.3919E-02  1.5303E+00   2.8672E-03
 2.9197E+03  4.3945E-02  1.5305E+00   2.8841E-03
 2.9216E+03  4.3972E-02  1.5307E+00   2.9012E-03
 2.9236E+03  4.3998E-02  1.5309E+00   2.9185E-03
 2.9255E+03  4.4025E-02  1.5311E+00   2.9360E-03
 2.9274E+03  4.4052E-02  1.5313E+00   2.9536E-03
 2.9293E+03  4.4079E-02  1.5315E+00   2.9715E-03
 2.9313E+03  4.4106E-02  1.5317E+00   2.9894E-03
 2.9332E+03  4.4133E-02  1.5319E+00   3.0075E-03
 2.9351E+03  4.4161E-02  1.5321E+00   3.0259E-03
 2.9371E+03  4.4188E-02  1.5323E+00   3.0444E-03
 2.9390E+03  4.4216E-02  1.5325E+00   3.0631E-03
 2.9409E+03  4.4244E-02  1.5327E+00   3.0820E-03
 2.9428E+03  4.4272E-02  1.5329E+00   3.1011E-03
 2.9448E+03  4.4300E-02  1.5332E+00   3.1203E-03
 2.9467E+03  4.4329E-02  1.5334E+00   3.1397E-03
 2.9486E+03  4.4357E-02  1.5336E+00   3.1594E-03
 2.9506E+03  4.4386E-02  1.5338E+00   3.1792E-03
 2.9525E+03  4.4415E-02  1.5340E+00   3.1993E-03
 2.9544E+03  4.4444E-02  1.5343E+00   3.2195E-03
 2.9563E+03  4.4473E-02  1.5345E+00   3.2399E-03
 2.9583E+03  4.4502E-02  1.5347E+00   3.2606E-03
 2.9602E+03  4.4531E-02  1.5349E+00   3.2815E-03
 2.9621E+03  4.4561E-02  1.5351E+00   3.3026E-03
 2.9641E+03  4.4591E-02  1.5354E+00   3.3239E-03
 2.9660E+03  4.4621E-02  1.5356E+00   3.3454E-03
 2.9679E+03  4.4651E-02  1.5358E+00   3.3671E-03
 2.9698E+03  4.4681E-02  1.5361E+00   3.3890E-03
 2.9718E+03  4.4711E-02  1.5363E+00   3.4112E-03
 2.9737E+03  4.4742E-02  1.5365E+00   3.4337E-03
 2.9756E+03  4.4773E-02  1.5368E+00   3.4563E-03
 2.9776E+03  4.4804E-02  1.5370E+00   3.4792E-03
 2.9795E+03  4.4835E-02  1.5372E+00   3.5024E-03
 2.9814E+03  4.4866E-02  1.5375E+00   3.5257E-03
 2.9833E+03  4.4898E-02  1.5377E+00   3.5493E-03
 2.9853E+03  4.4930E-02  1.5379E+00   3.5732E-03
 2.9872E+03  4.4962E-02  1.5382E+00   3.5973E-03
 2.9891E+03  4.4994E-02  1.5384E+00   3.6217E-03
 2.9911E+03  4.5026E-02  1.5387E+00   3.6464E-03
 2.9930E+03  4.5059E-02  1.5389E+00   3.6713E-03
 2.9949E+03  4.5091E-02  1.5392E+00   3.6964E-03
 2.9968E+03  4.5124E-02  1.5394E+00   3.7219E-03
 2.9988E+03  4.5158E-02  1.5397E+00   3.7476E-03
 3.0007E+03  4.5191E-02  1.5399E+00   3.7737E-03
 3.0026E+03  4.5225E-02  1.5402E+00   3.8000E-03
 3.0046E+03  4.5258E-02  1.5404E+00   3.8266E-03
 3.0065E+03  4.5292E-02  1.5407E+00   3.8535E-03
 3.0084E+03  4.5326E-02  1.5410E+00   3.8806E-03
 3.0103E+03  4.5361E-02  1.5412E+00   3.9081E-03
 3.0123E+03  4.5395E-02  1.5415E+00   3.9359E-03
 3.0142E+03  4.5430E-02  1.5417E+00   3.9640E-03
 3.0161E+03  4.5465E-02  1.5420E+00   3.9924E-03
 3.0181E+03  4.5501E-02  1.5423E+00   4.0212E-03
 3.0200E+03  4.5536E-02  1.5425E+00   4.0501E-03
 3.0219E+03  4.5572E-02  1.5428E+00   4.0795E-03
 3.0238E+03  4.5608E-02  1.5431E+00   4.1092E-03
 3.0258E+03  4.5644E-02  1.5434E+00   4.1393E-03
 3.0277E+03  4.5681E-02  1.5436E+00   4.1697E-03
 3.0296E+03  4.5718E-02  1.5439E+00   4.2005E-03
 3.0316E+03  4.5755E-02  1.5442E+00   4.2316E-03
 3.0335E+03  4.5792E-02  1.5445E+00   4.2630E-03
 3.0354E+03  4.5829E-02  1.5448E+00   4.2948E-03
 3.0373E+03  4.5867E-02  1.5450E+00   4.3271E-03
 3.0393E+03  4.5905E-02  1.5453E+00   4.3597E-03
 3.0412E+03  4.5943E-02  1.5456E+00   4.3926E-03
 3.0431E+03  4.5982E-02  1.5459E+00   4.4260E-03
 3.0450E+03  4.6021E-02  1.5462E+00   4.4596E-03
 3.0470E+03  4.6060E-02  1.5465E+00   4.4938E-03
 3.0489E+03  4.6099E-02  1.5468E+00   4.5284E-03
 3.0508E+03  4.6139E-02  1.5471E+00   4.5634E-03
 3.0528E+03  4.6179E-02  1.5474E+00   4.5988E-03
 3.0547E+03  4.6219E-02  1.5477E+00   4.6346E-03
 3.0566E+03  4.6260E-02  1.5480E+00   4.6709E-03
 3.0585E+03  4.6300E-02  1.5483E+00   4.7074E-03
 3.0605E+03  4.6342E-02  1.5486E+00   4.7446E-03
 3.0624E+03  4.6383E-02  1.5489E+00   4.7822E-03
 3.0643E+03  4.6425E-02  1.5493E+00   4.8203E-03
 3.0663E+03  4.6467E-02  1.5496E+00   4.8589E-03
 3.0682E+03  4.6509E-02  1.5499E+00   4.8979E-03
 3.0701E+03  4.6552E-02  1.5502E+00   4.9372E-03
 3.0720E+03  4.6595E-02  1.5505E+00   4.9772E-03
 3.0740E+03  4.6638E-02  1.5509E+00   5.0177E-03
 3.0759E+03  4.6682E-02  1.5512E+00   5.0588E-03
 3.0778E+03  4.6726E-02  1.5515E+00   5.1003E-03
 3.0798E+03  4.6770E-02  1.5519E+00   5.1424E-03
 3.0817E+03  4.6815E-02  1.5522E+00   5.1850E-03
 3.0836E+03  4.6860E-02  1.5525E+00   5.2279E-03
 3.0855E+03  4.6906E-02  1.5529E+00   5.2716E-03
 3.0875E+03  4.6951E-02  1.5532E+00   5.3159E-03
 3.0894E+03  4.6997E-02  1.5536E+00   5.3608E-03
 3.0913E+03  4.7044E-02  1.5539E+00   5.4062E-03
 3.0933E+03  4.7091E-02  1.5543E+00   5.4522E-03
 3.0952E+03  4.7138E-02  1.5546E+00   5.4986E-03
 3.0971E+03  4.7186E-02  1.5550E+00   5.5459E-03
 3.0990E+03  4.7234E-02  1.5553E+00   5.5937E-03
 3.1010E+03  4.7282E-02  1.5557E+00   5.6422E-03
 3.1029E+03  4.7331E-02  1.5561E+00   5.6914E-03
 3.1048E+03  4.7380E-02  1.5564E+00   5.7412E-03
 3.1068E+03  4.7430E-02  1.5568E+00   5.7917E-03
 3.1087E+03  4.7480E-02  1.5572E+00   5.8426E-03
 3.1106E+03  4.7530E-02  1.5576E+00   5.8945E-03
 3.1125E+03  4.7581E-02  1.5579E+00   5.9471E-03
 3.1145E+03  4.7633E-02  1.5583E+00   6.0004E-03
 3.1164E+03  4.7684E-02  1.5587E+00   6.0544E-03
 3.1183E+03  4.7737E-02  1.5591E+00   6.1092E-03
 3.1202E+03  4.7789E-02  1.5595E+00   6.1644E-03
 3.1222E+03  4.7842E-02  1.5599E+00   6.2208E-03
 3.1241E+03  4.7896E-02  1.5603E+00   6.2779E-03
 3.1260E+03  4.7950E-02  1.5607E+00   6.3358E-03
 3.1280E+03  4.8005E-02  1.5611E+00   6.3945E-03
 3.1299E+03  4.8060E-02  1.5615E+00   6.4541E-03
 3.1318E+03  4.8115E-02  1.5619E+00   6.5145E-03
 3.1338E+03  4.8171E-02  1.5623E+00   6.5755E-03
 3.1357E+03  4.8228E-02  1.5628E+00   6.6377E-03
 3.1376E+03  4.8285E-02  1.5632E+00   6.7007E-03
 3.1395E+03  4.8343E-02  1.5636E+00   6.7647E-03
 3.1415E+03  4.8401E-02  1.5641E+00   6.8297E-03
 3.1434E+03  4.8459E-02  1.5645E+00   6.8955E-03
 3.1453E+03  4.8518E-02  1.5649E+00   6.9621E-03
 3.1472E+03  4.8578E-02  1.5654E+00   7.0299E-03
 3.1492E+03  4.8639E-02  1.5658E+00   7.0988E-03
 3.1511E+03  4.8700E-02  1.5663E+00   7.1687E-03
 3.1530E+03  4.8761E-02  1.5667E+00   7.2396E-03
 3.1550E+03  4.8823E-02  1.5672E+00   7.3116E-03
 3.1569E+03  4.8886E-02  1.5677E+00   7.3847E-03
 3.1588E+03  4.8949E-02  1.5681E+00   7.4586E-03
 3.1608E+03  4.9013E-02  1.5686E+00   7.5340E-03
 3.1627E+03  4.9078E-02  1.5691E+00   7.6105E-03
 3.1646E+03  4.9143E-02  1.5696E+00   7.6882E-03
 3.1665E+03  4.9209E-02  1.5701E+00   7.7672E-03
 3.1685E+03  4.9275E-02  1.5706E+00   7.8474E-03
 3.1704E+03  4.9342E-02  1.5711E+00   7.9284E-03
 3.1723E+03  4.9410E-02  1.5716E+00   8.0111E-03
 3.1742E+03  4.9479E-02  1.5721E+00   8.0951E-03
 3.1762E+03  4.9548E-02  1.5726E+00   8.1805E-03
 3.1781E+03  4.9618E-02  1.5731E+00   8.2673E-03
 3.1800E+03  4.9689E-02  1.5736E+00   8.3555E-03
 3.1820E+03  4.9760E-02  1.5742E+00   8.4451E-03
 3.1839E+03  4.9832E-02  1.5747E+00   8.5357E-03
 3.1858E+03  4.9905E-02  1.5752E+00   8.6283E-03
 3.1878E+03  4.9979E-02  1.5758E+00   8.7224E-03
 3.1897E+03  5.0053E-02  1.5763E+00   8.8180E-03
 3.1916E+03  5.0129E-02  1.5769E+00   8.9153E-03
 3.1935E+03  5.0205E-02  1.5774E+00   9.0142E-03
 3.1955E+03  5.0281E-02  1.5780E+00   9.1142E-03
 3.1974E+03  5.0359E-02  1.5786E+00   9.2165E-03
 3.1993E+03  5.0438E-02  1.5792E+00   9.3205E-03
 3.2012E+03  5.0518E-02  1.5798E+00   9.4263E-03
 3.2032E+03  5.0598E-02  1.5803E+00   9.5339E-03
 3.2051E+03  5.0679E-02  1.5809E+00   9.6434E-03
 3.2070E+03  5.0762E-02  1.5816E+00   9.7549E-03
 3.2090E+03  5.0844E-02  1.5822E+00   9.8677E-03
 3.2109E+03  5.0929E-02  1.5828E+00   9.9830E-03
 3.2128E+03  5.1014E-02  1.5834E+00   1.0100E-02
 3.2148E+03  5.1100E-02  1.5840E+00   1.0220E-02
 3.2167E+03  5.1187E-02  1.5847E+00   1.0342E-02
 3.2186E+03  5.1275E-02  1.5853E+00   1.0466E-02
 3.2205E+03  5.1364E-02  1.5860E+00   1.0591E-02
 3.2225E+03  5.1454E-02  1.5867E+00   1.0720E-02
 3.2244E+03  5.1546E-02  1.5873E+00   1.0850E-02
 3.2263E+03  5.1638E-02  1.5880E+00   1.0984E-02
 3.2282E+03  5.1732E-02  1.5887E+00   1.1119E-02
 3.2302E+03  5.1827E-02  1.5894E+00   1.1258E-02
 3.2321E+03  5.1922E-02  1.5901E+00   1.1398E-02
 3.2340E+03  5.2019E-02  1.5908E+00   1.1541E-02
 3.2360E+03  5.2117E-02  1.5915E+00   1.1688E-02
 3.2379E+03  5.2217E-02  1.5922E+00   1.1837E-02
 3.2398E+03  5.2318E-02  1.5930E+00   1.1989E-02
 3.2418E+03  5.2420E-02  1.5937E+00   1.2144E-02
 3.2437E+03  5.2523E-02  1.5945E+00   1.2302E-02
 3.2456E+03  5.2627E-02  1.5952E+00   1.2462E-02
 3.2475E+03  5.2734E-02  1.5960E+00   1.2626E-02
 3.2495E+03  5.2841E-02  1.5968E+00   1.2794E-02
 3.2514E+03  5.2950E-02  1.5976E+00   1.2965E-02
 3.2533E+03  5.3060E-02  1.5984E+00   1.3139E-02
 3.2552E+03  5.3172E-02  1.5992E+00   1.3317E-02
 3.2572E+03  5.3286E-02  1.6000E+00   1.3499E-02
 3.2591E+03  5.3400E-02  1.6009E+00   1.3683E-02
 3.2610E+03  5.3516E-02  1.6017E+00   1.3873E-02
 3.2630E+03  5.3634E-02  1.6026E+00   1.4066E-02
 3.2649E+03  5.3754E-02  1.6034E+00   1.4263E-02
 3.2668E+03  5.3875E-02  1.6043E+00   1.4465E-02
 3.2688E+03  5.3998E-02  1.6052E+00   1.4671E-02
 3.2707E+03  5.4123E-02  1.6061E+00   1.4880E-02
 3.2726E+03  5.4249E-02  1.6070E+00   1.5095E-02
 3.2745E+03  5.4378E-02  1.6080E+00   1.5314E-02
 3.2765E+03  5.4508E-02  1.6089E+00   1.5539E-02
 3.2784E+03  5.4640E-02  1.6099E+00   1.5768E-02
 3.2803E+03  5.4774E-02  1.6108E+00   1.6002E-02
 3.2822E+03  5.4910E-02  1.6118E+00   1.6242E-02
 3.2842E+03  5.5048E-02  1.6128E+00   1.6486E-02
 3.2861E+03  5.5188E-02  1.6138E+00   1.6737E-02
 3.2880E+03  5.5331E-02  1.6149E+00   1.6993E-02
 3.2900E+03  5.5475E-02  1.6159E+00   1.7256E-02
 3.2919E+03  5.5622E-02  1.6170E+00   1.7524E-02
 3.2938E+03  5.5771E-02  1.6180E+00   1.7799E-02
 3.2958E+03  5.5922E-02  1.6191E+00   1.8081E-02
 3.2977E+03  5.6075E-02  1.6202E+00   1.8367E-02
 3.2996E+03  5.6232E-02  1.6213E+00   1.8663E-02
 3.3015E+03  5.6390E-02  1.6225E+00   1.8965E-02
 3.3035E+03  5.6552E-02  1.6236E+00   1.9275E-02
 3.3054E+03  5.6716E-02  1.6248E+00   1.9592E-02
 3.3073E+03  5.6882E-02  1.6260E+00   1.9917E-02
 3.3092E+03  5.7051E-02  1.6272E+00   2.0249E-02
 3.3112E+03  5.7223E-02  1.6284E+00   2.0591E-02
 3.3131E+03  5.7398E-02  1.6297E+00   2.0941E-02
 3.3150E+03  5.7576E-02  1.6310E+00   2.1301E-02
 3.3170E+03  5.7758E-02  1.6323E+00   2.1670E-02
 3.3189E+03  5.7942E-02  1.6336E+00   2.2048E-02
 3.3208E+03  5.8129E-02  1.6349E+00   2.2437E-02
 3.3227E+03  5.8319E-02  1.6363E+00   2.2834E-02
 3.3247E+03  5.8514E-02  1.6376E+00   2.3243E-02
 3.3266E+03  5.8711E-02  1.6390E+00   2.3664E-02
 3.3285E+03  5.8913E-02  1.6405E+00   2.4096E-02
 3.3305E+03  5.9118E-02  1.6419E+00   2.4540E-02
 3.3324E+03  5.9326E-02  1.6434E+00   2.4997E-02
 3.3343E+03  5.9538E-02  1.6449E+00   2.5464E-02
 3.3362E+03  5.9754E-02  1.6464E+00   2.5946E-02
 3.3382E+03  5.9975E-02  1.6480E+00   2.6442E-02
 3.3401E+03  6.0200E-02  1.6496E+00   2.6953E-02
 3.3420E+03  6.0429E-02  1.6512E+00   2.7479E-02
 3.3440E+03  6.0663E-02  1.6528E+00   2.8020E-02
 3.3459E+03  6.0901E-02  1.6545E+00   2.8577E-02
 3.3478E+03  6.1143E-02  1.6562E+00   2.9148E-02
 3.3497E+03  6.1391E-02  1.6579E+00   2.9739E-02
 3.3517E+03  6.1644E-02  1.6597E+00   3.0348E-02
 3.3536E+03  6.1902E-02  1.6615E+00   3.0976E-02
 3.3555E+03  6.2165E-02  1.6633E+00   3.1624E-02
 3.3575E+03  6.2434E-02  1.6652E+00   3.2292E-02
 3.3594E+03  6.2707E-02  1.6671E+00   3.2977E-02
 3.3613E+03  6.2988E-02  1.6691E+00   3.3689E-02
 3.3632E+03  6.3274E-02  1.6711E+00   3.4423E-02
 3.3652E+03  6.3567E-02  1.6731E+00   3.5182E-02
 3.3671E+03  6.3866E-02  1.6752E+00   3.5966E-02
 3.3690E+03  6.4171E-02  1.6773E+00   3.6776E-02
 3.3710E+03  6.4484E-02  1.6794E+00   3.7614E-02
 3.3729E+03  6.4801E-02  1.6816E+00   3.8476E-02
 3.3748E+03  6.5128E-02  1.6839E+00   3.9372E-02
 3.3767E+03  6.5463E-02  1.6862E+00   4.0300E-02
 3.3787E+03  6.5805E-02  1.6885E+00   4.1260E-02
 3.3806E+03  6.6155E-02  1.6909E+00   4.2256E-02
 3.3825E+03  6.6514E-02  1.6934E+00   4.3287E-02
 3.3844E+03  6.6879E-02  1.6959E+00   4.4350E-02
 3.3864E+03  6.7255E-02  1.6984E+00   4.5459E-02
 3.3883E+03  6.7640E-02  1.7010E+00   4.6609E-02
 3.3902E+03  6.8035E-02  1.7037E+00   4.7803E-02
 3.3922E+03  6.8440E-02  1.7065E+00   4.9043E-02
 3.3941E+03  6.8856E-02  1.7093E+00   5.0332E-02
 3.3960E+03  6.9282E-02  1.7121E+00   5.1671E-02
 3.3979E+03  6.9717E-02  1.7151E+00   5.3056E-02
 3.3999E+03  7.0166E-02  1.7181E+00   5.4505E-02
 3.4018E+03  7.0626E-02  1.7211E+00   5.6013E-02
 3.4037E+03  7.1100E-02  1.7243E+00   5.7584E-02
 3.4057E+03  7.1586E-02  1.7275E+00   5.9221E-02
 3.4076E+03  7.2086E-02  1.7308E+00   6.0927E-02
 3.4095E+03  7.2597E-02  1.7342E+00   6.2698E-02
 3.4114E+03  7.3125E-02  1.7377E+00   6.4556E-02
 3.4134E+03  7.3668E-02  1.7413E+00   6.6496E-02
 3.4153E+03  7.4228E-02  1.7449E+00   6.8523E-02
 3.4172E+03  7.4804E-02  1.7487E+00   7.0643E-02
 3.4192E+03  7.5397E-02  1.7526E+00   7.2861E-02
 3.4211E+03  7.6008E-02  1.7565E+00   7.5182E-02
 3.4230E+03  7.6634E-02  1.7606E+00   7.7601E-02
 3.4249E+03  7.7283E-02  1.7647E+00   8.0150E-02
 3.4269E+03  7.7953E-02  1.7690E+00   8.2824E-02
 3.4288E+03  7.8644E-02  1.7734E+00   8.5630E-02
 3.4307E+03  7.9357E-02  1.7779E+00   8.8578E-02
 3.4327E+03  8.0094E-02  1.7826E+00   9.1677E-02
 3.4346E+03  8.0851E-02  1.7873E+00   9.4919E-02
 3.4365E+03  8.1638E-02  1.7922E+00   9.8350E-02
 3.4384E+03  8.2451E-02  1.7973E+00   1.0196E-01
 3.4404E+03  8.3293E-02  1.8024E+00   1.0578E-01
 3.4423E+03  8.4163E-02  1.8077E+00   1.0980E-01
 3.4442E+03  8.5065E-02  1.8132E+00   1.1404E-01
 3.4462E+03  8.5999E-02  1.8188E+00   1.1853E-01
 3.4481E+03  8.6962E-02  1.8246E+00   1.2326E-01
 3.4500E+03  8.7965E-02  1.8305E+00   1.2828E-01
 3.4519E+03  8.9006E-02  1.8366E+00   1.3361E-01
 3.4539E+03  9.0086E-02  1.8429E+00   1.3926E-01
 3.4558E+03  9.1207E-02  1.8493E+00   1.4526E-01
 3.4577E+03  9.2372E-02  1.8559E+00   1.5163E-01
 3.4597E+03  9.3576E-02  1.8626E+00   1.5837E-01
 3.4616E+03  9.4833E-02  1.8695E+00   1.6559E-01
 3.4635E+03  9.6141E-02  1.8766E+00   1.7328E-01
 3.4654E+03  9.7502E-02  1.8838E+00   1.8148E-01
 3.4674E+03  9.8919E-02  1.8912E+00   1.9023E-01
 3.4693E+03  1.0039E-01  1.8987E+00   1.9958E-01
 3.4712E+03  1.0193E-01  1.9064E+00   2.0958E-01
 3.4732E+03  1.0352E-01  1.9141E+00   2.2023E-01
 3.4751E+03  1.0519E-01  1.9220E+00   2.3169E-01
 3.4770E+03  1.0692E-01  1.9299E+00   2.4398E-01
 3.4789E+03  1.0873E-01  1.9378E+00   2.5716E-01
 3.4809E+03  1.1062E-01  1.9458E+00   2.7130E-01
 3.4828E+03  1.1259E-01  1.9536E+00   2.8648E-01
 3.4847E+03  1.1462E-01  1.9613E+00   3.0271E-01
 3.4867E+03  1.1676E-01  1.9687E+00   3.2022E-01
 3.4886E+03  1.1897E-01  1.9759E+00   3.3903E-01
 3.4905E+03  1.2128E-01  1.9826E+00   3.5922E-01
 3.4924E+03  1.2368E-01  1.9888E+00   3.8088E-01
 3.4944E+03  1.2616E-01  1.9942E+00   4.0409E-01
 3.4963E+03  1.2873E-01  1.9986E+00   4.2893E-01
 3.4982E+03  1.3138E-01  2.0019E+00   4.5530E-01
 3.5002E+03  1.3411E-01  2.0038E+00   4.8352E-01
 3.5021E+03  1.3692E-01  2.0040E+00   5.1346E-01
 3.5040E+03  1.3979E-01  2.0022E+00   5.4507E-01
 3.5059E+03  1.4271E-01  1.9980E+00   5.7827E-01
 3.5079E+03  1.4566E-01  1.9911E+00   6.1289E-01
 3.5098E+03  1.4860E-01  1.9810E+00   6.4852E-01
 3.5117E+03  1.5153E-01  1.9675E+00   6.8520E-01
 3.5137E+03  1.5442E-01  1.9501E+00   7.2232E-01
 3.5156E+03  1.5721E-01  1.9286E+00   7.5937E-01
 3.5175E+03  1.5986E-01  1.9028E+00   7.9574E-01
 3.5194E+03  1.6234E-01  1.8727E+00   8.3074E-01
 3.5214E+03  1.6457E-01  1.8381E+00   8.6366E-01
 3.5233E+03  1.6650E-01  1.7997E+00   8.9362E-01
 3.5252E+03  1.6810E-01  1.7574E+00   9.2022E-01
 3.5272E+03  1.6929E-01  1.7118E+00   9.4271E-01
 3.5291E+03  1.7002E-01  1.6637E+00   9.6059E-01
 3.5310E+03  1.7025E-01  1.6138E+00   9.7350E-01
 3.5329E+03  1.6993E-01  1.5629E+00   9.8129E-01
 3.5349E+03  1.6903E-01  1.5120E+00   9.8392E-01
 3.5368E+03  1.6752E-01  1.4613E+00   9.8156E-01
 3.5387E+03  1.6540E-01  1.4118E+00   9.7444E-01
 3.5407E+03  1.6264E-01  1.3640E+00   9.6293E-01
 3.5426E+03  1.5927E-01  1.3184E+00   9.4745E-01
 3.5445E+03  1.5529E-01  1.2753E+00   9.2845E-01
 3.5464E+03  1.5073E-01  1.2351E+00   9.0641E-01
 3.5484E+03  1.4566E-01  1.1981E+00   8.8193E-01
 3.5503E+03  1.4005E-01  1.1640E+00   8.5521E-01
 3.5522E+03  1.3400E-01  1.1331E+00   8.2680E-01
 3.5542E+03  1.2756E-01  1.1053E+00   7.9707E-01
 3.5561E+03  1.2079E-01  1.0807E+00   7.6640E-01
 3.5580E+03  1.1378E-01  1.0590E+00   7.3510E-01
 3.5599E+03  1.0660E-01  1.0403E+00   7.0348E-01
 3.5619E+03  9.9368E-02  1.0245E+00   6.7198E-01
 3.5638E+03  9.2098E-02  1.0113E+00   6.4049E-01
 3.5657E+03  8.4907E-02  1.0007E+00   6.0941E-01
 3.5677E+03  7.7874E-02  9.9235E-01   5.7893E-01
 3.5696E+03  7.1070E-02  9.8626E-01   5.4921E-01
 3.5715E+03  6.4559E-02  9.8219E-01   5.2041E-01
 3.5734E+03  5.8425E-02  9.7997E-01   4.9277E-01
 3.5754E+03  5.2643E-02  9.7939E-01   4.6612E-01
 3.5773E+03  4.7275E-02  9.8028E-01   4.4066E-01
 3.5792E+03  4.2337E-02  9.8246E-01   4.1644E-01
 3.5812E+03  3.7832E-02  9.8575E-01   3.9349E-01
 3.5831E+03  3.3756E-02  9.8999E-01   3.7181E-01
 3.5850E+03  3.0094E-02  9.9502E-01   3.5138E-01
 3.5869E+03  2.6843E-02  1.0007E+00   3.3228E-01
 3.5889E+03  2.3945E-02  1.0069E+00   3.1426E-01
 3.5908E+03  2.1392E-02  1.0135E+00   2.9738E-01
 3.5927E+03  1.9154E-02  1.0204E+00   2.8159E-01
 3.5947E+03  1.7205E-02  1.0275E+00   2.6682E-01
 3.5966E+03  1.5515E-02  1.0348E+00   2.5302E-01
 3.5985E+03  1.4065E-02  1.0422E+00   2.4019E-01
 3.6004E+03  1.2817E-02  1.0496E+00   2.2814E-01
 3.6024E+03  1.1754E-02  1.0570E+00   2.1688E-01
 3.6043E+03  1.0857E-02  1.0644E+00   2.0635E-01
 3.6062E+03  1.0105E-02  1.0717E+00   1.9651E-01
 3.6082E+03  9.4822E-03  1.0790E+00   1.8730E-01
 3.6101E+03  8.9726E-03  1.0861E+00   1.7867E-01
 3.6120E+03  8.5646E-03  1.0930E+00   1.7063E-01
 3.6139E+03  8.2418E-03  1.0999E+00   1.6305E-01
 3.6159E+03  7.9959E-03  1.1066E+00   1.5593E-01
 3.6178E+03  7.8171E-03  1.1132E+00   1.4925E-01
 3.6197E+03  7.6973E-03  1.1196E+00   1.4296E-01
 3.6217E+03  7.6288E-03  1.1258E+00   1.3705E-01
 3.6236E+03  7.6052E-03  1.1319E+00   1.3151E-01
 3.6255E+03  7.6206E-03  1.1379E+00   1.2626E-01
 3.6274E+03  7.6700E-03  1.1437E+00   1.2131E-01
 3.6294E+03  7.7490E-03  1.1493E+00   1.1663E-01
 3.6313E+03  7.8537E-03  1.1548E+00   1.1221E-01
 3.6332E+03  7.9806E-03  1.1602E+00   1.0803E-01
 3.6352E+03  8.1266E-03  1.1654E+00   1.0407E-01
 3.6371E+03  8.2883E-03  1.1705E+00   1.0034E-01
 3.6390E+03  8.4648E-03  1.1754E+00   9.6779E-02
 3.6409E+03  8.6535E-03  1.1802E+00   9.3403E-02
 3.6429E+03  8.8523E-03  1.1849E+00   9.0197E-02
 3.6448E+03  9.0597E-03  1.1895E+00   8.7150E-02
